##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,COMMENTARY,IP_ADDRESS,CIAL_TYPE,CIAL_PRIMARY,CIAL_PROTOCOL,CIAL_PE_NAME,CIAL_ACCESS_TYPE_NETWORK,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_SOLD_BWD,SRV_STAT_DATA,SRV_LOAD_MAX_UP_SLA,SRV_LOAD_MAX_DOWN_SLA,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:GIN.ZI:X.RTCIS:GIN69STPRE01-N.L:FE0/1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN69STPRE01-N,GIN,DSI,GIN-69-STPR-E01,FE0/1,gin69stpre01-n-FE0/1,ORCH=DEPORT-- rocade vers routeur 'gin-gin69stpre01-s' --,172.23.239.6,,,,,,,,,N,,,CD02E95M9B,BVPN - Corporate 1024,VPO0015,0022733773
DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S.L:FE0/0,LR_LAN,DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S,GIN,DSI,GIN-69-STPR-E01,FE0/0,gin69stpre01-s-FE0/0,ORCH=RESEAU-- Interface vers PE: LYO16-ATM1/0/1.138 (VRF GIN_TPC,172.31.224.250,,,,,,,,,Y,,,CD02E95M9B,BVPN - Corporate 1024,VPO0015,0022733773
DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S.L:FE0/0/1,LAN,DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S,GIN,DSI,GIN-69-STPR-E01,FE0/0/1,gin69stpre01-s-FE0/0/1,-- LAN INTERCO BOITIER UTM --,,,,,,,,,,N,,,CD02E95M9B,BVPN - Corporate 1024,VPO0015,0022733773
DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S.L:FE0/0/2,LAN,DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S,GIN,DSI,GIN-69-STPR-E01,FE0/0/2,gin69stpre01-s-FE0/0/2,-- LAN ADMIN BOITIER UTM --,,,,,,,,,,N,,,CD02E95M9B,BVPN - Corporate 1024,VPO0015,0022733773
DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S.L:FE0/1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S,GIN,DSI,GIN-69-STPR-E01,FE0/1,gin69stpre01-s-FE0/1,ORCH=DEPORT-- rocade vers routeur 'gin-gin69stpre01-n' --,172.23.239.5,,,,,,,,,N,,,CD02E95M9B,BVPN - Corporate 1024,VPO0015,0022733773
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N.L:ATM0,LR,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N,GIN,BEE,GIN-69-VILL-T01-R,ATM0,gin69villt01-n-ATM0,-- Interface WAN (feuillet support: CD015598FC) --,,,,,,,,,,Y,,,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N.L:FE1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N,GIN,BEE,GIN-69-VILL-T01-R,FE1,LAN SUPERVISE-FE1,-- Interface vers LAN MANAGE --,,,,,,,,,,N,,,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N.L:FE8,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N,GIN,BEE,GIN-69-VILL-T01-R,FE8,gin69villt01-n-FE8,-- rocade vers routeur 'gin-ppe69villt01-s' --,,,,,,,,,,N,,,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S.L:ATM0,LR,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S,GIN,BEE,GIN-69-VILL-T01-R,ATM0,gin69villt01-s-ATM0,-- Interface WAN (feuillet support: CD018B8ZAF) --,,,,,,,,,,Y,,,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S.L:FE1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S,GIN,BEE,GIN-69-VILL-T01-R,FE1,LAN SUPERVISE-FE1,-- Interface vers LAN MANAGE --,,,,,,,,,,N,,,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S.L:FE8,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S,GIN,BEE,GIN-69-VILL-T01-R,FE8,gin69villt01-s-FE8,-- rocade vers routeur 'gin-gin69villt01-n' --,,,,,,,,,,N,,,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N.L:ATM0,LR,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N,GIN,BEE,GIN-69-VILL-T02-R,ATM0,gin69villt02-n-ATM0,ORCH=RESEAU-- Interface WAN (feuillet support: CD03S3DTAA) --,,,,,,,,,,Y,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N.L:FE0,LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N,GIN,BEE,GIN-69-VILL-T02-R,FE0,gin69villt02-n-FE0,ORCH=DEPORT-- Interface vers LAN MANAGE --,,,,,,,,,,N,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N.L:FE3,LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N,GIN,BEE,GIN-69-VILL-T02-R,FE3,gin69villt02-n-FE3,-- ORCH=DEPORT --,,,,,,,,,,N,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N.L:VLAN100,LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N,GIN,BEE,GIN-69-VILL-T02-R,VLAN100,gin69villt02-n-VLAN100,ORCH=CLIENT *** LAN CLIENT ***,10.205.4.1,,,,,,,,,N,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N.L:VLAN901,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N,GIN,BEE,GIN-69-VILL-T02-R,VLAN901,gin69villt02-n-VLAN901,ORCH=DEPORT-- rocade vers routeur 'gin-gin69villt02-s' --,172.23.231.26,,,,,,,,,N,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S.L:ATM0,LR,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S,GIN,BEE,GIN-69-VILL-T02-R,ATM0,gin69villt02-s-ATM0,ORCH=RESEAU-- Interface WAN (feuillet support: CD03S3DVA8) --,,,,,,,,,,Y,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S.L:FE0,LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S,GIN,BEE,GIN-69-VILL-T02-R,FE0,gin69villt02-s-FE0,ORCH=DEPORT-- Interface vers LAN MANAGE --,,,,,,,,,,N,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S.L:FE3,LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S,GIN,BEE,GIN-69-VILL-T02-R,FE3,gin69villt02-s-FE3,-- ORCH=DEPORT --,,,,,,,,,,N,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S.L:VLAN100,LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S,GIN,BEE,GIN-69-VILL-T02-R,VLAN100,gin69villt02-s-VLAN100,ORCH=CLIENT ---LAN_TOIP---,10.205.4.3,,,,,,,,,N,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S.L:VLAN901,LAN,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S,GIN,BEE,GIN-69-VILL-T02-R,VLAN901,gin69villt02-s-VLAN901,ORCH=DEPORT-- rocade vers routeur 'gin-gin69villt02-n' --,172.23.231.25,,,,,,,,,N,,,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:FE0/0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N,GIN,BINF,GIN-71-CHAL-T01-R,FE0/0/0,gin71chalt01-n-FE0/0/0,ORCH=DEPORT-- Interface vers LAN MANAGE --,,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:FE0/0/1,LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N,GIN,BINF,GIN-71-CHAL-T01-R,FE0/0/1,gin71chalt01-n-FE0/0/1,--- LAN CLIENT ---,,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:GE0/0,LR_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N,GIN,BINF,GIN-71-CHAL-T01-R,GE0/0,gin71chalt01-n-GE0/0,ORCH=RESEAU-- Interface WAN (feuillet support: CD02UACN8B) --,,,,,,,,,,Y,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:GE0/1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N,GIN,BINF,GIN-71-CHAL-T01-R,GE0/1,gin71chalt01-n-GE0/1,ORCH=DEPORT-- rocade vers routeur 'gin-gin71chalt01-s' --,172.23.232.185,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:VLAN2,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N,GIN,BINF,GIN-71-CHAL-T01-R,VLAN2,gin71chalt01-n-VLAN2,-- LAN DIRCO --,172.18.74.1,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:VLAN3,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N,GIN,BINF,GIN-71-CHAL-T01-R,VLAN3,gin71chalt01-n-VLAN3,ORCH=CLIENT *** LAN CLIENT ***,172.17.118.1,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:VLAN999,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N,GIN,BINF,GIN-71-CHAL-T01-R,VLAN999,gin71chalt01-n-VLAN999,-- VLAN ADMIN SWITCHS --,10.41.104.217,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:FE0/0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S,GIN,BINF,GIN-71-CHAL-T01-R,FE0/0/0,gin71chalt01-s-FE0/0/0,ORCH=DEPORT-- Interface vers LAN MANAGE --,,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:FE0/0/1,LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S,GIN,BINF,GIN-71-CHAL-T01-R,FE0/0/1,gin71chalt01-s-FE0/0/1,--- LAN CLIENT ---,,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:GE0/0,LR_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S,GIN,BINF,GIN-71-CHAL-T01-R,GE0/0,gin71chalt01-s-GE0/0,ORCH=RESEAU-- Interface WAN (feuillet support: CD02UACQ94) --,,,,,,,,,,Y,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:GE0/1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S,GIN,BINF,GIN-71-CHAL-T01-R,GE0/1,gin71chalt01-s-GE0/1,ORCH=DEPORT-- rocade vers routeur 'gin-gin71chalt01-n' --,172.23.232.186,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:VLAN2,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S,GIN,BINF,GIN-71-CHAL-T01-R,VLAN2,gin71chalt01-s-VLAN2,-- LAN DIRCO --,172.18.74.3,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:VLAN3,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S,GIN,BINF,GIN-71-CHAL-T01-R,VLAN3,gin71chalt01-s-VLAN3,ORCH=CLIENT *** LAN CLIENT ***,172.17.118.3,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:VLAN999,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S,GIN,BINF,GIN-71-CHAL-T01-R,VLAN999,gin71chalt01-s-VLAN999,-- VLAN ADMIN SWITCHS --,10.41.104.218,,,,,,,,,N,,,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71MACOT01.L:ATM0/0,LR,DI:GIN.ZI:X.RTCIS:GIN71MACOT01,GIN,BINF,GIN-71-MACO-T01,ATM0/0,gin71macot01-ATM0/0,PA0 0.5CS - 0009YXU9 - MCN2 - ATM2/0/0.300,,,,,,,,,,Y,,,CD026KTWAB,BVPN - Corporate 512,VPO0002,0022659843
DI:GIN.ZI:X.RTCIS:GIN71MACOT01.L:FE0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN71MACOT01,GIN,BINF,GIN-71-MACO-T01,FE0/0,gin71macot01-FE0/0,lan client ,172.17.121.1,,,,,,,,,N,,,CD026KTWAB,BVPN - Corporate 512,VPO0002,0022659843
DI:GIN.ZI:X.RTCIS:GIN71MONTT01.L:ATM0/0,LR,DI:GIN.ZI:X.RTCIS:GIN71MONTT01,GIN,BINF,GIN-71-MONT-T01,ATM0/0,gin71montt01-ATM0/0,PA0 0.5CS - 0010AZT1 - CSE4 ATM1/0/1.477,,,,,,,,,,Y,,,CD0291MYBA,BVPN - Corporate 512,VPO0002,0022667371
DI:GIN.ZI:X.RTCIS:GIN71MONTT01.L:FE0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN71MONTT01,GIN,BINF,GIN-71-MONT-T01,FE0/0,gin71montt01-FE0/0,lan client ,172.17.121.129,,,,,,,,,N,,,CD0291MYBA,BVPN - Corporate 512,VPO0002,0022667371
DI:GIN.ZI:X.RTCIS:GIN72LEMAT02.L:ATM0/0,LR,DI:GIN.ZI:X.RTCIS:GIN72LEMAT02,GIN,BINF,GIN-72-LEMA-T02,ATM0/0,gin72lemat02-ATM0/0,Vers  ,,,,,,,,,,Y,,,CD0291QSB0,BVPN - Corporate 512,VPO0002,0022667379
DI:GIN.ZI:X.RTCIS:GIN72LEMAT02.L:FE0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN72LEMAT02,GIN,BINF,GIN-72-LEMA-T02,FE0/0,gin72lemat02-FE0/0,--- LAN CLIENT ---,172.17.172.1,,,,,,,,,N,,,CD0291QSB0,BVPN - Corporate 512,VPO0002,0022667379
DI:GIN.ZI:X.RTCIS:GIN73CHAMT01.L:ATM0/0,LR,DI:GIN.ZI:X.RTCIS:GIN73CHAMT01,GIN,BINF,GIN-73-CHAM-T01,ATM0/0,gin73chamt01-ATM0/0,-- Interface WAN (feuillet support: 303380006Z292) --,,,,,,,,,,Y,,,CD0291SBA1,BVPN - Corporate 512,VPO0002,0022667382
DI:GIN.ZI:X.RTCIS:GIN73CHAMT01.L:FE0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN73CHAMT01,GIN,BINF,GIN-73-CHAM-T01,FE0/0,gin73chamt01-FE0/0,--- LAN CLIENT ---,172.17.109.129,,,,,,,,,N,,,CD0291SBA1,BVPN - Corporate 512,VPO0002,0022667382
DI:GIN.ZI:X.RTCIS:GIN73CHAMT01.L:FE0/1,LAN,DI:GIN.ZI:X.RTCIS:GIN73CHAMT01,GIN,BINF,GIN-73-CHAM-T01,FE0/1,gin73chamt01-FE0/1,-- LAN MANAGE --,,,,,,,,,,N,,,CD0291SBA1,BVPN - Corporate 512,VPO0002,0022667382
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N.L:FE0/0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N,GIN,BEE,GIN-74-ANNE-T01-R,FE0/0/0,gin74annet01-n-FE0/0/0,ORCH=DEPORT-- Interface vers LAN MANAGE --,,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N.L:GE0/0,LR_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N,GIN,BEE,GIN-74-ANNE-T01-R,GE0/0,gin74annet01-n-GE0/0,ORCH=RESEAU-- Interface WAN (feuillet support: CD039TGRF8) --,,,,,,,,,,Y,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N.L:GE0/1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N,GIN,BEE,GIN-74-ANNE-T01-R,GE0/1,gin74annet01-n-GE0/1,ORCH=DEPORT-- rocade vers routeur 'gin-gin74annet01-s' --,172.23.230.90,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N.L:VLAN2,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N,GIN,BEE,GIN-74-ANNE-T01-R,VLAN2,gin74annet01-n-VLAN2,ORCH=CLIENT *** LAN CLIENT ***,172.18.168.1,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N.L:VLAN200,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N,GIN,BEE,GIN-74-ANNE-T01-R,VLAN200,gin74annet01-n-VLAN200,ORCH=CLIENT *** LAN TOIP TULIP ***,10.21.130.1,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N.L:VLAN999,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N,GIN,BEE,GIN-74-ANNE-T01-R,VLAN999,gin74annet01-n-VLAN999,-- VLAN ADMIN SWITCHS --,10.41.104.217,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S.L:FE0/0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S,GIN,BEE,GIN-74-ANNE-T01-R,FE0/0/0,gin74annet01-s-FE0/0/0,ORCH=DEPORT-- Interface vers LAN MANAGE --,,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S.L:GE0/0,LR_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S,GIN,BEE,GIN-74-ANNE-T01-R,GE0/0,gin74annet01-s-GE0/0,ORCH=RESEAU-- Interface WAN (feuillet support: CD039TGTFE) --,,,,,,,,,,Y,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S.L:GE0/1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S,GIN,BEE,GIN-74-ANNE-T01-R,GE0/1,gin74annet01-s-GE0/1,ORCH=DEPORT-- rocade vers routeur 'gin-gin74annet01-n' --,172.23.230.89,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S.L:VLAN2,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S,GIN,BEE,GIN-74-ANNE-T01-R,VLAN2,gin74annet01-s-VLAN2,ORCH=CLIENT *** LAN CLIENT ***,172.18.168.3,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S.L:VLAN200,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S,GIN,BEE,GIN-74-ANNE-T01-R,VLAN200,gin74annet01-s-VLAN200,ORCH=CLIENT *** LAN TOIP TULIP ***,10.21.130.3,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S.L:VLAN999,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S,GIN,BEE,GIN-74-ANNE-T01-R,VLAN999,gin74annet01-s-VLAN999,-- VLAN ADMIN SWITCHS --,10.41.104.218,,,,,,,,,N,,,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET02.L:ATM0/0,LR,DI:GIN.ZI:X.RTCIS:GIN74ANNET02,GIN,BINF,GIN-74-ANNE-T02,ATM0/0,gin74annet02-ATM0/0,PA0 0.5CS - 0010BPC2 - ANC5 - ATM1/0/1.378,,,,,,,,,,Y,,,CD02WRUVF9,BVPN - Corporate 512,VPO0002,0022857577
DI:GIN.ZI:X.RTCIS:GIN74ANNET02.L:FE0/0,LAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET02,GIN,BINF,GIN-74-ANNE-T02,FE0/0,gin74annet02-FE0/0,ORCH=CLIENT *** LAN CLIENT ***,172.17.107.129,,,,,,,,,N,,,CD02WRUVF9,BVPN - Corporate 512,VPO0002,0022857577
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N.L:FE0/0/0,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N,GIN,DSI,GIN-75-PARI-E02,FE0/0/0,SUPERVISION LAN -FE0/0/0,-- LAN Interco boitier UTM --,,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N.L:FE0/0/1,LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N,GIN,DSI,GIN-75-PARI-E02,FE0/0/1,gin75parie02-n-FE0/0/1,- Interco pour administration boitiers UTM --,,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N.L:GE0/0,LR_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N,GIN,DSI,GIN-75-PARI-E02,GE0/0,gin75parie02-n-GE0/0,-- Interface WAN (feuillet support: CD017QF2AE) --,,,,,,,,,,Y,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N.L:GE0/1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N,GIN,DSI,GIN-75-PARI-E02,GE0/1,gin75parie02-n-GE0/1,-- rocade vers routeur 'gin-gin75parie02-s' --,172.23.231.34,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N.L:VLAN2,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N,GIN,DSI,GIN-75-PARI-E02,VLAN2,gin75parie02-n-VLAN2,-- LAN Interco boitier UTM --,163.111.16.33,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N.L:VLAN3,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N,GIN,DSI,GIN-75-PARI-E02,VLAN3,gin75parie02-n-VLAN3,- Vlan administration boitiers UTM --,57.217.162.73,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S.L:FE0/0/0,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S,GIN,DSI,GIN-75-PARI-E02,FE0/0/0,LAN SUPERVISE-FE0/0/0,-- LAN Interco boitier UTM --,,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S.L:FE0/0/1,LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S,GIN,DSI,GIN-75-PARI-E02,FE0/0/1,gin75parie02-s-FE0/0/1,- Interco pour administration boitiers UTM --,,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S.L:GE0/0,LR_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S,GIN,DSI,GIN-75-PARI-E02,GE0/0,gin75parie02-s-GE0/0,-- Interface WAN (feuillet support: CD017QF4A8) --,,,,,,,,,,Y,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S.L:GE0/1,LD_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S,GIN,DSI,GIN-75-PARI-E02,GE0/1,gin75parie02-s-GE0/1,-- rocade vers routeur 'gin-gin75parie02-n' --,172.23.231.33,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S.L:VLAN2,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S,GIN,DSI,GIN-75-PARI-E02,VLAN2,gin75parie02-s-VLAN2,-- LAN Interco boitier UTM --,163.111.16.35,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S.L:VLAN3,LV_LAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S,GIN,DSI,GIN-75-PARI-E02,VLAN3,gin75parie02-s-VLAN3,- Vlan administration boitiers UTM --,57.217.162.75,,,,,,,,,N,,,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE07.L:ATM0/0,LR,DI:GIN.ZI:X.RTCIS:GIN75PARIE07,GIN,BEE,GIN-75-PARI-E07,ATM0/0,gin75parie07-ATM0/0,Vers  ,,,,,,,,,,Y,,,CD01F1JL95,BVPN - Corporate 512,VPO0002,0022468763
