##v1.0##
FDN,OBJECT_TYPE,DOMAIN,ZONE,SITE,NAME,MNEMO,ADMIN_ADDRESS,COMMUNITY_CODE,COMMUNITY_NAME,CUSTOMER_CODE,CUSTOMER_NAME,COUNTRY_CODE,COUNTRY_NAME,CITY_CODE,CITY_NAME,NETWORK_ROLE,POP_ID,ORIGIN,ACTIVATION_MODEL,SOFTWARE_RELEASE,VOICE_ROLE,IPPBX_ZONE,IS_SHARED,MANUFACTURER,MACRO_TYPE,SRV_STAT_DATA,SRV_IPER_PATH_PERF,SRV_IPER_PATH_PERF_SLA,SRV_IPER_PATH_PERF_CPUMAX_SLA,SRV_IPER_PATH_AVAIL,SRV_IPER_PATH_AVAIL_SLA,SRV_IPER_PATH_AVAIL_CPUMAX_SLA,SRV_IPER_SITE_AVAIL,SRV_IPER_SITE_AVAIL_SLA,SRV_IPER_SITE_AVAIL_CPUMAX_SLA,SRV_IPER_ROUTER_PERF,SRV_IPER_BACKBONE_PATH,SRV_IPER_COS_VOLUME,SRV_IP_DSL_SERVICE_TYPE,SRV_IP_DSL_CARRIER_NAME,SRV_IP_DSL_OFFER_NAME,SRV_3G_SERVICE_TYPE,SRV_3G_CARRIER_CODE,SRV_3G_CARRIER_NAME,SRV_3G_GSM_NUMBER,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:CAPGEM.ZI:X.SWCAT:KBCN1091,SWCAT,CAPGEM,IBERIA,GE-EU-ES-BARC003,KBCN1091,KBCN1091,57.217.54.164,,,,,ESP,ESPAGNE,,,CE,,SATIN,catalyst,12.2(44)SE2,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBHX1029,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,KBHX1029,KBHX1029,57.217.49.147,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.1(22)EA4,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBHX1030,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-ASTO001,KBHX1030,KBHX1030,57.217.49.148,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2(25)SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBLR1016,SWCAT,CAPGEM,INDIA,GE-BK-IN-BANG003,KBLR1016,KBLR1016,57.217.52.124,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBLR1017,SWCAT,CAPGEM,INDIA,GE-BK-IN-BANG004,KBLR1017,KBLR1017,57.217.52.123,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBOM1044,SWCAT,CAPGEM,INDIA,GE-BK-IN-MUMB004,KBOM1044,KBOM1044,57.217.55.116,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBOM1045,SWCAT,CAPGEM,INDIA,GE-BK-IN-MUMB005,KBOM1045,KBOM1045,57.217.55.115,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBRS1008,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-TOLT001,KBRS1008,KBRS1008,57.217.41.147,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 50 SE1,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBRS1009,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-TOLT001,KBRS1009,KBRS1009,57.217.41.148,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 50 SE1,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBUE1031,SWCAT,CAPGEM,IBERIA,GE-AM-AR-BUEN001,KBUE1031,KBUE1031,57.217.92.84,,,,,ARG,ARGENTINE,BUE,BUENOS AIRES,SWITCH,,ORCHESTRE,catalyst,12.2(25)SED1,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,Y,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KBUE1032,SWCAT,CAPGEM,IBERIA,GE-AM-AR-BUEN001,KBUE1032,KBUE1032,57.217.92.83,,,,,ARG,ARGENTINE,,,CE,,SATIN,catalyst,12.2(25)SED1,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KCAN1009,SWCAT,CAPGEM,APA,GE-BK-CN-GUAN003,KCAN1009,KCAN1009,57.217.70.139,,,,,CHN,CHINE,,,CE,,SATIN,catalyst,12.2(25)SEE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KCAN1011,SWCAT,CAPGEM,APA,GE-BK-CN-FOSH001,KCAN1011,KCAN1011,57.217.70.140,,,,,CHN,CHINE,,,CE,,SATIN,catalyst,12.2 25 SEE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KCCU1005,SWCAT,CAPGEM,INDIA,GE-BK-IN-KOLK002,KCCU1005,KCCU1005,57.217.94.244,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KCCU1006,SWCAT,CAPGEM,INDIA,GE-BK-IN-KOLK002,KCCU1006,KCCU1006,57.217.94.243,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KCHI1010,SWCAT,CAPGEM,NORTH_AMER,GE-AM-US-CHIC004,KCHI1010,KCHI1010,57.217.55.78,,,,,USA,ETATS-UNIS,,,CE,,SATIN,catalyst,12.2(25)SEE2,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KCPQ1001,SWCAT,CAPGEM,IBERIA,GE-AM-BR-SAOP002,KCPQ1001,KCPQ1001,57.217.93.115,,,,,BRA,BRESIL,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KCPQ1002,SWCAT,CAPGEM,IBERIA,GE-AM-BR-SAOP002,KCPQ1002,KCPQ1002,57.217.93.116,,,,,BRA,BRESIL,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KDAL1001-CONTROLNET,SWCAT,CAPGEM,NORTH_AMER,GE-AM-US-DALL001,KDAL1001,KDAL1001,57.217.46.73,,,,,USA,ETATS-UNIS,,,CE,,SATIN,catalyst,12.2(50)SE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KDUS1015,SWCAT,CAPGEM,CENTRAL_EU,GE-EU-DE-DUSS002,KDUS1015,KDUS1015,57.217.52.115,,,,,DEU,ALLEMAGNE,DUS,DUSSELDORF,SWITCH,,ORCHESTRE,catalyst,12.2(25)SEE2,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,Y,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KDUS1016,SWCAT,CAPGEM,CENTRAL_EU,GE-EU-DE-DUSS002,KDUS1016,KDUS1016,57.217.52.116,,,,,DEU,ALLEMAGNE,DUS,DUSSELDORF,SWITCH,,ORCHESTRE,catalyst,12.2(25)SEE2,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,Y,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KFRA1161,SWCAT,CAPGEM,CENTRAL_EU,GE-EU-DE-FRAN001-IA,KFRA1161,KFRA1161,57.217.80.147,,,,,DEU,ALLEMAGNE,,,CE,,SATIN,catalyst,12.2 25 SEB4,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KFRA1256,SWCAT,CAPGEM,CENTRAL_EU,GE-EU-DE-FRAN002,KFRA1256,KFRA1256,57.217.80.148,,,,,DEU,ALLEMAGNE,,,CE,,SATIN,catalyst,12.2 25 SEE2,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KHYD1003,SWCAT,CAPGEM,INDIA,GE-BK-IN-HYDE001,KHYD1003,KHYD1003,57.217.94.99,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KHYD1004,SWCAT,CAPGEM,INDIA,GE-BK-IN-HYDE001,KHYD1004,KHYD1004,57.217.94.100,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KKRK1122,SWCAT,CAPGEM,CENTRAL_EU,GE-EU-PL-KRAK002,KKRK1122,KKRK1122,57.217.94.227,,,,,POL,POLOGNE,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KKRK1123,SWCAT,CAPGEM,CENTRAL_EU,GE-EU-PL-KRAK002,KKRK1123,KKRK1123,57.217.94.228,,,,,POL,POLOGNE,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KKTW1001,SWCAT,CAPGEM,CENTRAL_EU,GE-EU-PL-KATO001,KKTW1001,KKTW1001,57.217.73.22,,,,,POL,POLOGNE,,,CE,,SATIN,catalyst,12.2 25 SEE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KKTW1002,SWCAT,CAPGEM,CENTRAL_EU,GE-EU-PL-KATO001,KKTW1002,KKTW1002,57.217.73.24,,,,,POL,POLOGNE,,,CE,,SATIN,catalyst,12.2(25)SEE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KLON1008,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-SOUT001,KLON1008,KLON1008,57.217.46.147,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 25 SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KLON1009,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-SOUT001,KLON1009,KLON1009,57.217.46.148,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 25 SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KLON1010,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-LOND001,KLON1010,KLON1010,57.217.41.180,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2(25)SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KLON1011,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-LOND001,KLON1011,KLON1011,57.217.41.179,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2(25)SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KLON1306,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-SOUT001,KLON1306,KLON1306,57.217.68.243,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KLON1308,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-SOUT001,KLON1308,KLON1308,57.217.68.244,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KMAA1005,SWCAT,CAPGEM,INDIA,GE-BK-IN-CHEN001,KMAA1005,KMAA1005,57.217.91.116,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KMAA1006,SWCAT,CAPGEM,INDIA,GE-BK-IN-CHEN001,KMAA1006,KMAA1006,57.217.91.115,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KMAD1024,SWCAT,CAPGEM,IBERIA,GE-EU-ES-MADR001,KMAD1024,KMAD1024,57.217.48.225,,,,,ESP,ESPAGNE,,,CE,,SATIN,catalyst,12.1 22 EA8a,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KMAD1025,SWCAT,CAPGEM,IBERIA,GE-EU-ES-MADR001,KMAD1025,KMAD1025,57.217.48.226,,,,,ESP,ESPAGNE,,,CE,,SATIN,catalyst,12.2 25 SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KMIL1007,SWCAT,CAPGEM,ITALY,GE-EU-IT-MILA002,KMIL1007,KMIL1007,57.217.41.157,,,,,ITA,ITALIE,,,CE,,SATIN,catalyst,12.2(25)SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KMIL1008,SWCAT,CAPGEM,ITALY,GE-EU-IT-MILA002,KMIL1008,KMIL1008,57.217.41.161,,,,,ITA,ITALIE,,,CE,,SATIN,catalyst,12.2(25)SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KMNZ1001-CONTROLNET,SWCAT,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,KMNZ1001,KMNZ1001,57.217.93.2,,,,,USA,ETATS-UNIS,,,CE,,SATIN,catalyst,12.2(50)SE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KOVD1001,SWCAT,CAPGEM,IBERIA,GE-EU-ES-OVIE001,KOVD1001,KOVD1001,57.217.80.211,,,,,ESP,ESPAGNE,,,CE,,SATIN,catalyst,12.2 25 SED1,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KOVD1002,SWCAT,CAPGEM,IBERIA,GE-EU-ES-OVIE001,KOVD1002,KOVD1002,57.217.80.212,,,,,ESP,ESPAGNE,,,CE,,SATIN,catalyst,12.2(25)SEE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KPNQ1007,SWCAT,CAPGEM,INDIA,GE-BK-IN-PUNE002,KPNQ1007,KPNQ1007,57.217.73.20,,,,,IND,INDE,,,CE,,SATIN,catalyst,12.2(50)SE1,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KQLP1001,SWCAT,CAPGEM,ITALY,GE-EU-IT-LASP001,KQLP1001,KQLP1001,57.217.70.110,,,,,ITA,ITALIE,,,CE,,SATIN,catalyst,12.2 25 SEE2,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KROM1034,SWCAT,CAPGEM,ITALY,GE-EU-IT-ROMA001,KROM1034,KROM1034,57.217.70.99,,,,,ITA,ITALIE,,,CE,,SATIN,catalyst,12.2(25)SEE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KROM1035,SWCAT,CAPGEM,ITALY,GE-EU-IT-ROMA001,KROM1035,KROM1035,57.217.70.100,,,,,ITA,ITALIE,,,CE,,SATIN,catalyst,12.2(25)SEE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSAO1014,SWCAT,CAPGEM,IBERIA,GE-AM-BR-SAOP001,KSAO1014,KSAO1014,57.217.91.106,,,,,BRA,BRESIL,,,CE,,SATIN,catalyst,12.2(25)SEE2,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSAO1015,SWCAT,CAPGEM,IBERIA,GE-AM-BR-SAOP001,KSAO1015,KSAO1015,57.217.91.108,,,,,BRA,BRESIL,,,CE,,SATIN,catalyst,12.2(35)SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSTO1036,SWCAT,CAPGEM,NORDIC,GE-EU-SE-ALVI001,KSTO1036,KSTO1036,57.217.62.115,,,,,SWE,SUEDE,,,CE,,SATIN,catalyst,12.2 55 SE4,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSTO1037,SWCAT,CAPGEM,NORDIC,GE-EU-SE-ALVI001,KSTO1037,KSTO1037,57.217.62.116,,,,,SWE,SUEDE,,,CE,,SATIN,catalyst,12.2 25 SEE2,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSTO1075,SWCAT,CAPGEM,BACKBONE,GE-BK-SE-STOC001-IA,KSTO1075,KSTO1075,57.217.93.91,,,,,SWE,SUEDE,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSTO1081,SWCAT,CAPGEM,BACKBONE,GE-BK-SE-STOC002-IA,KSTO1081,KSTO1081,57.217.93.92,,,,,SWE,SUEDE,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSWI1158,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-SWIN001,KSWI1158,KSWI1158,57.217.93.244,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSWI1159,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-SWIN001,KSWI1159,KSWI1159,57.217.93.243,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSZD1001,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-ROTH001,KSZD1001,KSZD1001,57.217.41.139,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 25 SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KSZD1002,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-ROTH001,KSZD1002,KSZD1002,57.217.41.140,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.2 25 SE,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KUTC1002,SWCAT,CAPGEM,BENELUX,GE-EU-NL-UTRE001,KUTC1002,KUTC1002,57.217.91.203,,,,,NLD,PAYS-BAS,,,CE,,SATIN,catalyst,12.2 35 SE5,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KUTC1005,SWCAT,CAPGEM,BENELUX,GE-EU-NL-UTRE001-IA,KUTC1005,KUTC1005,57.217.178.212,,,,,NLD,PAYS-BAS,UTC,UTRECHT  SOESTERBERG,SWITCH,,ORCHESTRE,catalyst,12.2 50 SE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,Y,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KXWO1001,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-WOKI001,KXWO1001,KXWO1001,57.217.49.131,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.1(22)EA4,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KXWO1002,SWCAT,CAPGEM,UK_IRELAND,GE-EU-GB-WOKI001,KXWO1002,KXWO1002,57.217.49.132,,,,,GBR,ROYAUME-UNI,,,CE,,SATIN,catalyst,12.1(22)EA4,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KYYZ1001,SWCAT,CAPGEM,NORTH_AMER,GE-AM-CA-MARK001,KYYZ1001,KYYZ1001,57.217.53.65,,,,,CAN,CANADA,,,CE,,SATIN,catalyst,12.2 25 SEB4,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KYYZ1004,SWCAT,CAPGEM,NORTH_AMER,GE-AM-CA-MISS001,KYYZ1004,KYYZ1004,57.217.59.202,,,,,CAN,CANADA,,,CE,,SATIN,catalyst,12.2 25 SEE1,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:KYYZ1011-CONTROLNET,SWCAT,CAPGEM,NORTH_AMER,GE-AM-CA-TORO003,KYYZ1011,KYYZ1011,57.217.200.61,,,,,CAN,CANADA,,,CE,,SATIN,catalyst,12.2 50 SE1,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:RENN002-SW,SWCAT,CAPGEM,FRANCE,GE-EU-FR-RENN002,RENN002-SW,PRNS79770,10.66.147.192,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 25 SED,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:SOG-BLAG403-SW,SWCAT,CAPGEM,SOGETI,GE-EU-FR-BLAG403,SOG-BLAG403-SW,PTLS82060,10.66.147.236,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 25 SED,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:SOG-ISSY403-SW,SWCAT,CAPGEM,SOGETI,GE-EU-FR-ISSY403,SOG-ISSY403-SW,sog-issy403-sw,10.66.148.1,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2(50)SE3,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:SOG-STDE405-SW1,SWCAT,CAPGEM,SOGETI,GE-EU-FR-STDE405,SOG-STDE405-SW1,ppar127847,10.66.147.211,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2(50)SE3,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:SOG-TOUL414-SW,SWCAT,CAPGEM,SOGETI,GE-EU-FR-TOUL414,SOG-TOUL414-SW,PTLS82063,10.66.147.232,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2 25 SED,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:SOG-TOUL420-SW1,SWCAT,CAPGEM,SOGETI,GE-EU-FR-TOUL420,SOG-TOUL420-SW1,PTLS82059,10.66.147.237,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2(25)SED,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:CAPGEM.ZI:X.SWCAT:SOG-TOUL420-SW2,SWCAT,CAPGEM,SOGETI,GE-EU-FR-TOUL420,SOG-TOUL420-SW2,PTLS82062,10.66.147.238,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2(25)SED,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
