##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,ITF_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,VPN,ITF_IP_ADDRESS,SRV_SENSOR_PARAM_SERVICE,SRV_SENSOR_TYPE,AVG_BWD_IN,MAX_BWD_IN,AVG_BWD_OUT,MAX_BWD_OUT,ACCESS_DSL_TYPE,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_INTRANET_BWD,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:AREVA.ZI:X.RTONE:NC-BESSINES-S.L:GE0/0.N:52,VLAN,DI:AREVA.ZI:X.RTONE:NC-BESSINES-S,DI:AREVA.ZI:X.RTONE:NC-BESSINES-S.L:GE0/0,AREVA,AREVA_NC,NC-FR-BUM BESSINES,52,nc-bessines-s-GE0/0-52,,,VL,STAT_CDV,0,0,0,0,SDSL,6554,6554,6000,CD03J6ZWB4,,,0023006789
DI:AREVA.ZI:X.RTONE:NC-BESSINES.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-BESSINES,DI:AREVA.ZI:X.RTONE:NC-BESSINES.L:A0,AREVA,AREVA_NC,NC-FR-BUM BESSINES,8-35,nc-bessines-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,6554,6554,6000,CD03J6ZWB4,BVPN - Corporate 7336,VPO0012,0023006789
DI:AREVA.ZI:X.RTONE:NC-BESSINES.L:GE0/0.N:51,VLAN,DI:AREVA.ZI:X.RTONE:NC-BESSINES,DI:AREVA.ZI:X.RTONE:NC-BESSINES.L:GE0/0,AREVA,AREVA_NC,NC-FR-BUM BESSINES,51,nc-bessines-GE0/0-51,,,VL,STAT_CDV,0,0,0,0,SDSL,6554,6554,6000,CD03J6ZWB4,,,0023006789
DI:AREVA.ZI:X.RTONE:NC-BESSINES.L:GE0/0.N:52,VLAN,DI:AREVA.ZI:X.RTONE:NC-BESSINES,DI:AREVA.ZI:X.RTONE:NC-BESSINES.L:GE0/0,AREVA,AREVA_NC,NC-FR-BUM BESSINES,52,nc-bessines-GE0/0-52,,,VL,STAT_CDV,0,0,0,0,SDSL,6554,6554,6000,CD03J6ZWB4,,,0023006789
DI:AREVA.ZI:X.RTONE:NC-DIEPPE.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-DIEPPE,DI:AREVA.ZI:X.RTONE:NC-DIEPPE.L:A0,AREVA,AREVA_NC,NC-FR-BUA DIEPPE,8-35,nc-dieppe-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,1024,1024,1000,CD03F2VAB9,BVPN - Corporate 1024,VPO0007,0022985264
DI:AREVA.ZI:X.RTONE:NC-FR-STPAUL.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-FR-STPAUL,DI:AREVA.ZI:X.RTONE:NC-FR-STPAUL.L:A0,AREVA,AREVA_NC,NC-FR-BUA TRIH 3 CHA,8-35,nc-fr-stpaul-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,SDSL,4096,4096,4000,CD03EKX1DC,BVPN - Corporate 4096,VPO0002,0022982946
DI:AREVA.ZI:X.RTONE:NC-LAGNIEU-N.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-LAGNIEU-N,DI:AREVA.ZI:X.RTONE:NC-LAGNIEU-N.L:A0,AREVA,AREVA_NC,NC-FR-BUA GADS BLYES,8-35,nc-lagnieu-n-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,4096,4096,4000,CD03P6U8D8,BVPN - Corporate 4096,VPO0007,0023042009
DI:AREVA.ZI:X.RTONE:NC-LAUDUN-N.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-LAUDUN-N,DI:AREVA.ZI:X.RTONE:NC-LAUDUN-N.L:A0,AREVA,AREVA_NC,NC-FR-BUL LMC LAUDUN,8-35,nc-laudun-n-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,SDSL,4096,4096,4000,CD03F2ZKB3,BVPN - Corporate 4266,VPO0007,0022985200
DI:AREVA.ZI:X.RTONE:NC-NOGENT.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-NOGENT,DI:AREVA.ZI:X.RTONE:NC-NOGENT.L:A0,AREVA,AREVA_NC,NC-FR-BUA PNS NOGENT,8-35,nc-nogent-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,1024,1024,1000,CD03EKM1DC,BVPN - Corporate 1024,VPO0002,0023151628
DI:AREVA.ZI:X.RTONE:NC-PONT-MSN.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-PONT-MSN,DI:AREVA.ZI:X.RTONE:NC-PONT-MSN.L:A0,AREVA,AREVA_NC,NC-FR-BUL MCO ESPRIT,8-35,nc-pont-msn-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03EKXSBE,BVPN - Corporate 1024,VPO0002,0022983189
DI:AREVA.ZI:X.RTONE:NC-SAINTPAULT.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-SAINTPAULT,DI:AREVA.ZI:X.RTONE:NC-SAINTPAULT.L:A0,AREVA,AREVA_NC,NC-FR-BUMN 3 CHATEAU,8-35,nc-saintpault-A0-8-35,,,SN,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03EKUVBB,BVPN - Corporate 1024,VPO0002,0022983193
DI:AREVA.ZI:X.RTONE:NC-SAINTVALERY.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-SAINTVALERY,DI:AREVA.ZI:X.RTONE:NC-SAINTVALERY.L:A0,AREVA,AREVA_NC,NC-FR-BUA TRIH VALER,8-35,nc-saintvalery-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03JGD4F1,BVPN - Corporate 1024,VPO0002,0023002288
DI:AREVA.ZI:X.RTONE:NC-SOULAINES.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-SOULAINES,DI:AREVA.ZI:X.RTONE:NC-SOULAINES.L:A0,AREVA,AREVA_NC,NC-FR-BUA STMI HUYS,8-35,nc-soulaines-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03ERU189,BVPN - Corporate 1024,VPO0002,0022984759
DI:AREVA.ZI:X.RTONE:NC-STGREGOIRE.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-STGREGOIRE,DI:AREVA.ZI:X.RTONE:NC-STGREGOIRE.L:A0,AREVA,AREVA_NC,NC-FR-BUCSI RENNES,8-35,nc-stgregoire-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,4096,4096,4000,CD03EKP8D5,BVPN - Corporate 4522,VPO0002,0022983337
DI:AREVA.ZI:X.RTONE:NC-STPAUL-N.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-STPAUL-N,DI:AREVA.ZI:X.RTONE:NC-STPAUL-N.L:A0,AREVA,AREVA_NC,NC-FR-BUL MCO DURANC,8-35,nc-stpaul-n-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03F2XSAB,BVPN - Corporate 2048,VPO0002,0022985181
DI:AREVA.ZI:X.RTONE:NC-STPAUL.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-STPAUL,DI:AREVA.ZI:X.RTONE:NC-STPAUL.L:A0,AREVA,AREVA_NC,NC-FR-BUA STMI CADAR,8-35,nc-stpaul-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,SDSL,4096,4096,4000,CD03ERUTEC,BVPN - Corporate 4096,VPO0002,0022984716
DI:AREVA.ZI:X.RTONE:NC-TOURLAVILLE.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-TOURLAVILLE,DI:AREVA.ZI:X.RTONE:NC-TOURLAVILLE.L:A0,AREVA,AREVA_NC,NC-FR-BUL MCO TOUR V,8-35,nc-tourlaville-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,,,,,,,,
DI:AREVA.ZI:X.RTONE:NC-VOID.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-VOID,DI:AREVA.ZI:X.RTONE:NC-VOID.L:A0,AREVA,AREVA_NC,NC-FR-LMC VOID VACON,8-35,nc-void-A0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD03DVDTF4,BVPN - Corporate 2048,VPO0002,0022975615
DI:AREVA.ZI:X.RTONE:NC-YUTZ.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NC-YUTZ,DI:AREVA.ZI:X.RTONE:NC-YUTZ.L:A0,AREVA,AREVA_NC,NC-FR-BUA TRIH YUTZ,8-35,nc-yutz-A0-8-35,,,SD,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03EKPQBC,BVPN - Corporate 1024,VPO0002,0022982630
DI:AREVA.ZI:X.RTONE:NP-FORGE-CREUSOT.L:GE1/0.N:1,VLAN,DI:AREVA.ZI:X.RTONE:NP-FORGE-CREUSOT,DI:AREVA.ZI:X.RTONE:NP-FORGE-CREUSOT.L:GE1/0,AREVA,AREVA_NPF,NP-FR-FARFORGE,1,np-forge-creusot-GE1/0-1,,,VL,STAT_CDV,7400,7400,7400,7400,,8000,8000,8000,CD03Z2VFBD,BVPN - Corporate 8192,VPO0006,0023098639
DI:AREVA.ZI:X.RTONE:NP-JEUMONT.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NP-JEUMONT,DI:AREVA.ZI:X.RTONE:NP-JEUMONT.L:A0,AREVA,AREVA_NPF,NP-FR-JEUMONT,8-35,np-jeumont-A0-8-35,,,SR,STAT_CDV,6800,6800,6800,6800,,8000,8000,,,IP-VPN ADSL,ZVAD,
DI:AREVA.ZI:X.RTONE:NP-MECA-CREUSOT.L:FE1/0.N:42,VLAN,DI:AREVA.ZI:X.RTONE:NP-MECA-CREUSOT,DI:AREVA.ZI:X.RTONE:NP-MECA-CREUSOT.L:FE1/0,AREVA,AREVA_NPF,NP-FR-FARSTEEL,42,np-meca-creusot-FE1/0-42,,,VL,STAT_CDV,0,0,0,0,,8000,8000,8000,CD03PXWYDE,BVPN - Corporate 8192,VPO0006,0023047507
DI:AREVA.ZI:X.RTONE:NP-UGINE1-N.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NP-UGINE1-N,DI:AREVA.ZI:X.RTONE:NP-UGINE1-N.L:A0,AREVA,AREVA_NPF,NP-FR-UGINE 1,8-35,np-ugine1-n-A0-8-35,,,SR,STAT_CDV,6800,6800,6800,6800,,8000,8000,,,IP-VPN ADSL,ZVAD,
DI:AREVA.ZI:X.RTONE:NPF-FERRIERELA.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NPF-FERRIERELA,DI:AREVA.ZI:X.RTONE:NPF-FERRIERELA.L:A0,AREVA,AREVA_NPF,NP-FR-FERRIERE,8-35,npf-ferrierela-A0-8-35,,,SQ,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03EKM9D4,BVPN - Corporate 2048,VPO0002,0022982626
DI:AREVA.ZI:X.RTONE:NPF-UGINE2-N.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NPF-UGINE2-N,DI:AREVA.ZI:X.RTONE:NPF-UGINE2-N.L:A0,AREVA,AREVA_NPF,NP-FR-UGINE 2,8-35,npf-ugine2-n-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,SDSL,4096,4096,4000,CD03F2WTAC,BVPN - Corporate 4096,VPO0007,0022985304
DI:AREVA.ZI:X.RTONE:NPF-UGINE2-S.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:NPF-UGINE2-S,DI:AREVA.ZI:X.RTONE:NPF-UGINE2-S.L:A0,AREVA,AREVA_NPF,NP-FR-UGINE 2,8-35,npf-ugine2-s-A0-8-35,,,SL,STAT_CDV,0,8192,0,850,IP ADSL,256,8096,4000,CD03F2WTAC,BVPN - Corporate 4096,VPO0007,0022985304
DI:AREVA.ZI:X.RTONE:TA-BLAGNAC.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TA-BLAGNAC,DI:AREVA.ZI:X.RTONE:TA-BLAGNAC.L:A0,AREVA,AREVA_TA,TA-FR-TOULOUSE,8-35,ta-blagnac-A0-8-35,,,SR,STAT_CDV,6800,6800,6800,6800,,8000,8000,,,IP-VPN ADSL,ZVAD,
DI:AREVA.ZI:X.RTONE:TA-BLAGNAC1.L:GE1/0.N:70,VLAN,DI:AREVA.ZI:X.RTONE:TA-BLAGNAC1,DI:AREVA.ZI:X.RTONE:TA-BLAGNAC1.L:GE1/0,AREVA,AREVA_TA,TA-FR-ELTA BLAGNAC,70,ta-blagnac1-GE1/0-70,,,VL,STAT_CDV,0,0,0,0,,11000,11000,10000,CD03ENZSA0,BVPN - Corporate 10750,VPO0005,0022982236
DI:AREVA.ZI:X.RTONE:TA-CESSON.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TA-CESSON,DI:AREVA.ZI:X.RTONE:TA-CESSON.L:A0,AREVA,AREVA_TA,TA-FR-ELTA-RENNES,8-35,ta-cesson-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03EKNSBE,BVPN - Corporate 2184,VPO0002,0022982645
DI:AREVA.ZI:X.RTONE:TA-CHERBOURGOCT.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TA-CHERBOURGOCT,DI:AREVA.ZI:X.RTONE:TA-CHERBOURGOCT.L:A0,AREVA,AREVA_TA,TA-FR-CHERBOURG ARSE,8-35,ta-cherbourgoct-A0-8-35,,,ZZ,STAT_CDV,6554,6554,6554,6554,SDSL,6554,6554,4000,CD03JG4M88,BVPN - Corporate 5120,VPO0002,0023002092
DI:AREVA.ZI:X.RTONE:TA-STPAUL.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TA-STPAUL,DI:AREVA.ZI:X.RTONE:TA-STPAUL.L:A0,AREVA,AREVA_NPF,TA-FR-SM DURANCE,8-35,ta-stpaul-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03EKNJA7,BVPN - Corporate 2048,VPO0002,0022982620
DI:AREVA.ZI:X.RTONE:TA-STPAULDU.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TA-STPAULDU,DI:AREVA.ZI:X.RTONE:TA-STPAULDU.L:A0,AREVA,AREVA_TA,TA-FR-CADARACHE AGAT,8-35,ta-stpauldu-A0-8-35,,,SY,STAT_CDV,3400,3400,3400,3400,SDSL,4096,4096,4000,CD03JGG7F2,BVPN - Corporate 4096,VPO0002,0023002417
DI:AREVA.ZI:X.RTONE:TEFR-BREST2.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TEFR-BREST2,DI:AREVA.ZI:X.RTONE:TEFR-BREST2.L:A0,AREVA,AREVA_TA,TA-FR-BREST TECHNOPO,8-35,tefr-brest2-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,6554,6554,4000,CD03EKZ0DD,BVPN - Corporate 5120,VPO0002,0022982955
DI:AREVA.ZI:X.RTONE:TEFR-MONTAGNE.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TEFR-MONTAGNE,DI:AREVA.ZI:X.RTONE:TEFR-MONTAGNE.L:A0,AREVA,AREVA_TA,INTERXION1,8-35,tefr-montagne-A0-8-35,,,SO,STAT_CDV,1500,1500,1500,1500,SDSL,2048,2048,2000,CD03EKS6DB,BVPN - Corporate 2048,VPO0002,0022983258
DI:AREVA.ZI:X.RTONE:TEFR-NANTES.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TEFR-NANTES,DI:AREVA.ZI:X.RTONE:TEFR-NANTES.L:A0,AREVA,AREVA_TA,TA-FR-NANTES SALINES,8-35,tefr-nantes-A0-8-35,,,ZZ,STAT_CDV,6554,6554,6554,6554,SDSL,6554,6554,4000,CD03EKWBAF,BVPN - Corporate 5120,VPO0002,0022982951
DI:AREVA.ZI:X.RTONE:TEFR-TOULON.L:A0.N:8-35,VCL,DI:AREVA.ZI:X.RTONE:TEFR-TOULON,DI:AREVA.ZI:X.RTONE:TEFR-TOULON.L:A0,AREVA,AREVA_TA,TA-FR-TOULON,8-35,tefr-toulon-A0-8-35,,,V,STAT_CDV,0,0,0,0,SDSL,2048,2048,4000,CD03EKMHA5,BVPN - Corporate 5120,VPO0002,0022982669
DI:AREVA.ZI:X.RTSNMP:MAUBEUGE.L:SI4-0.N:16,DLCI_CPE,DI:AREVA.ZI:X.RTSNMP:MAUBEUGE,DI:AREVA.ZI:X.RTSNMP:MAUBEUGE.L:SI4-0,AREVA,AREVA_NPF,NP-FR-MAUBEUGE,16,maubeuge-SI4-0-16,,,STAT_CDI,STAT_CDI,1920,0,1920,0,,1920,1920,2000,CD03EKNAAC,BVPN - Corporate 2048,VPO0004,0022982670
DI:AREVA.ZI:X.RTSNMP:NP-MAUBEUGE.L:SI4-0.N:16,DLCI_CPE,DI:AREVA.ZI:X.RTSNMP:NP-MAUBEUGE,DI:AREVA.ZI:X.RTSNMP:NP-MAUBEUGE.L:SI4-0,AREVA,AREVA_NPF,NP-FR-JSPM MAUBEUGE,16,np-maubeuge-SI4-0-16,,,STAT_CDI,STAT_CDI,1920,0,1920,0,,1920,1920,2000,CD03ELY2CE,BVPN - Corporate 2150,VPO0004,0022982633
DI:AREVA.ZI:X.RTSNMP:TEFR-LEBARP.L:SI4-0.N:16,DLCI_CPE,DI:AREVA.ZI:X.RTSNMP:TEFR-LEBARP,DI:AREVA.ZI:X.RTSNMP:TEFR-LEBARP.L:SI4-0,AREVA,AREVA_TA,TA-FR-LE BARP,16,tefr-lebarp-SI4-0-16,,,STAT_CDI,STAT_CDI,0,0,0,0,,1920,1920,2000,,Business VPN,CORPORATE,
DI:ATAC.ZI:X.RTCIS:1001.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1001,DI:ATAC.ZI:X.RTCIS:1001.L:ATM0/0,ATAC,MAG_OUEST,1001 ANTONY RESID,8-35,1001-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1002.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1002,DI:ATAC.ZI:X.RTCIS:1002.L:ATM0/0,ATAC,MAG_EST,1002 WISSEMBOURG,8-35,1002-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1003.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1003,DI:ATAC.ZI:X.RTCIS:1003.L:ATM0/0,ATAC,MAG_EST,1003 STR CRONENB,8-35,1003-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1004.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1004,DI:ATAC.ZI:X.RTCIS:1004.L:ATM0/0,ATAC,MAG_EST,1004 STR NEUDORF,8-35,1004-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1005.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1005,DI:ATAC.ZI:X.RTCIS:1005.L:ATM0/0,ATAC,MAG_EST,1005 STR MONTAGNE,8-35,1005-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1006.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1006,DI:ATAC.ZI:X.RTCIS:1006.L:ATM0/0,ATAC,MAG_EST,1006 MEINAU,8-35,1006-ATM0/0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1009.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1009,DI:ATAC.ZI:X.RTCIS:1009.L:ATM0/0,ATAC,MAG_EST,1009 STR LEICESTER,8-35,1009-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1010.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1010,DI:ATAC.ZI:X.RTCIS:1010.L:ATM0/0,ATAC,MAG_EST,1010 STR PORTE FR,8-35,1010-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1011.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1011,DI:ATAC.ZI:X.RTCIS:1011.L:ATM0/0,ATAC,MAG_EST,1011 HAGUENEAU,8-35,1011-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1015.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1015,DI:ATAC.ZI:X.RTCIS:1015.L:ATM0/0,ATAC,MAG_EST,1015 STR ORANGERIE,8-35,1015-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1017.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1017,DI:ATAC.ZI:X.RTCIS:1017.L:ATM0/0,ATAC,MAG_EST,1017 MARLENHIEM,8-35,1017-ATM0/0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1018.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1018,DI:ATAC.ZI:X.RTCIS:1018.L:ATM0/0,ATAC,MAG_EST,1018 FORBACH,8-35,1018-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1024.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1024,DI:ATAC.ZI:X.RTCIS:1024.L:ATM0/0,ATAC,MAG_EST,1024 STR KLEBER,8-35,1024-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1025.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1025,DI:ATAC.ZI:X.RTCIS:1025.L:ATM0/0,ATAC,MAG_EST,1025 STR HALLES,8-35,1025-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1026.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1026,DI:ATAC.ZI:X.RTCIS:1026.L:ATM0/0,ATAC,MAG_EST,1026 METZ PLANTIERES,8-35,1026-ATM0/0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1027.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1027,DI:ATAC.ZI:X.RTCIS:1027.L:ATM0/0,ATAC,MAG_OUEST,1027 ST AVERTIN,8-35,1027-ATM0/0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1028.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1028,DI:ATAC.ZI:X.RTCIS:1028.L:ATM0/0,ATAC,MAG_EST,1028 OBERNAI,8-35,1028-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1031.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1031,DI:ATAC.ZI:X.RTCIS:1031.L:ATM0/0,ATAC,MAG_EST,1031 STR KIENTZHEIM,8-35,1031-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1032.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1032,DI:ATAC.ZI:X.RTCIS:1032.L:ATM0/0,ATAC,MAG_EST,1032 SAVERNE,8-35,1032-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1033.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1033,DI:ATAC.ZI:X.RTCIS:1033.L:ATM0/0,ATAC,MAG_EST,1033 THIONVILLE,8-35,1033-ATM0/0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1034.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1034,DI:ATAC.ZI:X.RTCIS:1034.L:ATM0/0,ATAC,MAG_SUD,1034 COURNON DOMES,8-35,1034-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1035.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1035,DI:ATAC.ZI:X.RTCIS:1035.L:ATM0/0,ATAC,MAG_SUD,1035 CLERMONT JACQU,8-35,1035-ATM0/0-8-35,,,SI,STAT_CDV,512,512,512,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1036.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1036,DI:ATAC.ZI:X.RTCIS:1036.L:ATM0/0,ATAC,MAG_EST,1036 DORNACH,8-35,1036-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1038.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1038,DI:ATAC.ZI:X.RTCIS:1038.L:ATM0/0,ATAC,MAG_EST,1038 COLMAR,8-35,1038-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1039.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1039,DI:ATAC.ZI:X.RTCIS:1039.L:ATM0/0,ATAC,MAG_EST,1039 METZ ST JACQUES,8-35,1039-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
DI:ATAC.ZI:X.RTCIS:1041.L:ATM0/0.N:8-35,VCL,DI:ATAC.ZI:X.RTCIS:1041,DI:ATAC.ZI:X.RTCIS:1041.L:ATM0/0,ATAC,MAG_EST,1041 HAGUENEAU CHATE,8-35,1041-ATM0/0-8-35,,,SI,STAT_CDV,80,512,80,512,,500,500,,,IP-VPN ADSL,ZVAD,
