##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,ITF_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,VPN,ITF_IP_ADDRESS,SRV_SENSOR_PARAM_SERVICE,SRV_SENSOR_TYPE,AVG_BWD_IN,MAX_BWD_IN,AVG_BWD_OUT,MAX_BWD_OUT,ACCESS_DSL_TYPE,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_INTRANET_BWD,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N.L:ATM0,GIN,BEE,GIN-69-VILL-T01-R,8-35,gin69villt01-n-ATM0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,4000,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S,DI:GIN.ZI:X.RTCIS:GIN69VILLT01-S.L:ATM0,GIN,BEE,GIN-69-VILL-T01-R,8-35,gin69villt01-s-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,4000,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-N.L:ATM0,GIN,BEE,GIN-69-VILL-T02-R,8-35,gin69villt02-n-ATM0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S,DI:GIN.ZI:X.RTCIS:GIN69VILLT02-S.L:ATM0,GIN,BEE,GIN-69-VILL-T02-R,8-35,gin69villt02-s-ATM0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,1000,CD01CGP8D6,BVPN - Corporate 1024,VPO0012,0022446602
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:GE0/0.N:13,VLAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-N.L:GE0/0,GIN,BINF,GIN-71-CHAL-T01-R,13,gin71chalt01-n-GE0/0-13,,,ZZ,STAT_CDV,20000,20000,20000,20000,,20000,20000,20000,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:GE0/0.N:4,VLAN,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S,DI:GIN.ZI:X.RTCIS:GIN71CHALT01-S.L:GE0/0,GIN,BINF,GIN-71-CHAL-T01-R,4,gin71chalt01-s-GE0/0-4,,,ZZ,STAT_CDV,10000,10000,10000,10000,,10000,10000,20000,CD02UACC86,BVPN - Corporate 20480,VPO0013,0022838165
DI:GIN.ZI:X.RTCIS:GIN71MACOT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN71MACOT01,DI:GIN.ZI:X.RTCIS:GIN71MACOT01.L:ATM0/0,GIN,BINF,GIN-71-MACO-T01,8-35,gin71macot01-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD026KTWAB,BVPN - Corporate 512,VPO0002,0022659843
DI:GIN.ZI:X.RTCIS:GIN71MONTT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN71MONTT01,DI:GIN.ZI:X.RTCIS:GIN71MONTT01.L:ATM0/0,GIN,BINF,GIN-71-MONT-T01,8-35,gin71montt01-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD0291MYBA,BVPN - Corporate 512,VPO0002,0022667371
DI:GIN.ZI:X.RTCIS:GIN72LEMAT02.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN72LEMAT02,DI:GIN.ZI:X.RTCIS:GIN72LEMAT02.L:ATM0/0,GIN,BINF,GIN-72-LEMA-T02,8-35,gin72lemat02-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD0291QSB0,BVPN - Corporate 512,VPO0002,0022667379
DI:GIN.ZI:X.RTCIS:GIN73CHAMT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN73CHAMT01,DI:GIN.ZI:X.RTCIS:GIN73CHAMT01.L:ATM0/0,GIN,BINF,GIN-73-CHAM-T01,8-35,gin73chamt01-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD0291SBA1,BVPN - Corporate 512,VPO0002,0022667382
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N.L:GE0/0.N:15,VLAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-N.L:GE0/0,GIN,BEE,GIN-74-ANNE-T01-R,15,gin74annet01-n-GE0/0-15,,,ZZ,STAT_CDV,15000,15000,15000,15000,,15000,15000,10000,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S.L:GE0/0.N:5,VLAN,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S,DI:GIN.ZI:X.RTCIS:GIN74ANNET01-S.L:GE0/0,GIN,BEE,GIN-74-ANNE-T01-R,5,gin74annet01-s-GE0/0-5,,,ZZ,STAT_CDV,8000,8000,8000,8000,,8000,8000,10000,CD01FRCNDD,BVPN - Corporate 10376,VPO0017,0022468425
DI:GIN.ZI:X.RTCIS:GIN74ANNET02.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN74ANNET02,DI:GIN.ZI:X.RTCIS:GIN74ANNET02.L:ATM0/0,GIN,BINF,GIN-74-ANNE-T02,8-35,gin74annet02-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD02WRUVF9,BVPN - Corporate 512,VPO0002,0022857577
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N.L:GE0/0.N:4,VLAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-N.L:GE0/0,GIN,DSI,GIN-75-PARI-E02,4,gin75parie02-n-GE0/0-4,,,ZZ,STAT_CDV,10000,10000,10000,10000,,10000,10000,10000,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S.L:GE0/0.N:257,VLAN,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S,DI:GIN.ZI:X.RTCIS:GIN75PARIE02-S.L:GE0/0,GIN,DSI,GIN-75-PARI-E02,257,gin75parie02-s-GE0/0-257,,,ZZ,STAT_CDV,10000,10000,10000,10000,,10000,10000,10000,CD017QESCF,BVPN - Corporate 10240,VPO0017,0022415676
DI:GIN.ZI:X.RTCIS:GIN75PARIE07.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN75PARIE07,DI:GIN.ZI:X.RTCIS:GIN75PARIE07.L:ATM0/0,GIN,BEE,GIN-75-PARI-E07,8-35,gin75parie07-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD01F1JL95,BVPN - Corporate 512,VPO0002,0022468763
DI:GIN.ZI:X.RTCIS:GIN75PARIT17-N.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN75PARIT17-N,DI:GIN.ZI:X.RTCIS:GIN75PARIT17-N.L:ATM0,GIN,BEE,GIN-75-PARI-T17-R,8-35,gin75parit17-n-ATM0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD01FTKMCA,BVPN - Corporate 1024,VPO0012,0022479821
DI:GIN.ZI:X.RTCIS:GIN75PARIT17-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN75PARIT17-S,DI:GIN.ZI:X.RTCIS:GIN75PARIT17-S.L:ATM0,GIN,BEE,GIN-75-PARI-T17-R,8-35,gin75parit17-s-ATM0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,1000,CD01FTKMCA,BVPN - Corporate 1024,VPO0012,0022479821
DI:GIN.ZI:X.RTCIS:GIN75PARIT18-N.L:GE0/0.N:298,VLAN,DI:GIN.ZI:X.RTCIS:GIN75PARIT18-N,DI:GIN.ZI:X.RTCIS:GIN75PARIT18-N.L:GE0/0,GIN,BINF,GIN-75-PARI-T18,298,gin75parit18-n-GE0/0-298,,,ZZ,STAT_CDV,10000,10000,10000,10000,,10000,10000,10000,CD02936RBE,BVPN - Corporate 10240,VPO0021,0022667871
DI:GIN.ZI:X.RTCIS:GIN75PARIT18-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN75PARIT18-S,DI:GIN.ZI:X.RTCIS:GIN75PARIT18-S.L:ATM0,GIN,BINF,GIN-75-PARI-T18,8-35,gin75parit18-s-ATM0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,10000,CD02936RBE,BVPN - Corporate 10240,VPO0021,0022667871
DI:GIN.ZI:X.RTCIS:GIN75PARIT22-N.L:ATM0/0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN75PARIT22-N,DI:GIN.ZI:X.RTCIS:GIN75PARIT22-N.L:ATM0/0/0,GIN,BEE,GIN-75-PARI-T22,8-35,gin75parit22-n-ATM0/0/0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,4000,CD02LMGVB8,BVPN - Corporate 4232,VPO0012,0022776011
DI:GIN.ZI:X.RTCIS:GIN75PARIT22-S.L:ATM0/0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN75PARIT22-S,DI:GIN.ZI:X.RTCIS:GIN75PARIT22-S.L:ATM0/0/0,GIN,BEE,GIN-75-PARI-T22,8-35,gin75parit22-s-ATM0/0/0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,4000,CD02LMGVB8,BVPN - Corporate 4232,VPO0012,0022776011
DI:GIN.ZI:X.RTCIS:GIN75PARIT23-N.L:GE0/2.N:86,VLAN,DI:GIN.ZI:X.RTCIS:GIN75PARIT23-N,DI:GIN.ZI:X.RTCIS:GIN75PARIT23-N.L:GE0/2,GIN,BEE,GIN-75-PARI-T23,86,gin75parit23-n-GE0/2-86,,,ZZ,STAT_CDV,15000,15000,15000,15000,,15000,15000,10000,CD036CY6EE,BVPN - Corporate 10410,VPO0017,0022924949
DI:GIN.ZI:X.RTCIS:GIN76BOIST01-N.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN76BOIST01-N,DI:GIN.ZI:X.RTCIS:GIN76BOIST01-N.L:ATM0,GIN,MBU,GIN-76-BOIS-T01,8-35,gin76boist01-n-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD032KCBAA,BVPN - Corporate 2048,VPO0012,0022897768
DI:GIN.ZI:X.RTCIS:GIN76BOIST01-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN76BOIST01-S,DI:GIN.ZI:X.RTCIS:GIN76BOIST01-S.L:ATM0,GIN,MBU,GIN-76-BOIS-T01,8-35,gin76boist01-s-ATM0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,2000,CD032KCBAA,BVPN - Corporate 2048,VPO0012,0022897768
DI:GIN.ZI:X.RTCIS:GIN76LEHAT03.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN76LEHAT03,DI:GIN.ZI:X.RTCIS:GIN76LEHAT03.L:ATM0,GIN,BEE,GIN-76-LEHA-T03,8-35,gin76lehat03-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD02WGPQ83,BVPN - Corporate 2150,VPO0002,0022848650
DI:GIN.ZI:X.RTCIS:GIN76ROUET03-N.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN76ROUET03-N,DI:GIN.ZI:X.RTCIS:GIN76ROUET03-N.L:ATM0,GIN,BINF,GIN-76-ROUE-T03,8-35,gin76rouet03-n-ATM0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,4000,CD029395D9,BVPN - Corporate 4096,VPO0012,0022667873
DI:GIN.ZI:X.RTCIS:GIN76ROUET03-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN76ROUET03-S,DI:GIN.ZI:X.RTCIS:GIN76ROUET03-S.L:ATM0,GIN,BINF,GIN-76-ROUE-T03,8-35,gin76rouet03-s-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,4000,CD029395D9,BVPN - Corporate 4096,VPO0012,0022667873
DI:GIN.ZI:X.RTCIS:GIN77CROUI01-N.L:S0/0/0.N:16,DLCI_CPE,DI:GIN.ZI:X.RTCIS:GIN77CROUI01-N,DI:GIN.ZI:X.RTCIS:GIN77CROUI01-N.L:S0/0/0,GIN,BINF,GIN-77-CROU-I01,16,gin77croui01-n-S0/0/0-16,,,STAT_CDI,STAT_CDI,1920,0,1920,0,,1920,1920,2000,CD022P1491,BVPN - Corporate 2048,VPO0016,0022558591
DI:GIN.ZI:X.RTCIS:GIN77CROUI01-S.L:S0/0/0.N:151,DLCI_CPE,DI:GIN.ZI:X.RTCIS:GIN77CROUI01-S,DI:GIN.ZI:X.RTCIS:GIN77CROUI01-S.L:S0/0/0,GIN,BINF,GIN-77-CROU-I01,151,gin77croui01-s-S0/0/0-151,,,STAT_CDI,STAT_CDI,1024,0,1024,0,,1024,1024,2000,CD022P1491,BVPN - Corporate 2048,VPO0016,0022558591
DI:GIN.ZI:X.RTCIS:GIN77LIEUT01.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN77LIEUT01,DI:GIN.ZI:X.RTCIS:GIN77LIEUT01.L:ATM0,GIN,BEE,GIN-77-LIEU-T01,8-35,gin77lieut01-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD01HXS09C,BVPN - Corporate 2048,VPO0002,0022485167
DI:GIN.ZI:X.RTCIS:GIN77MELUT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN77MELUT01,DI:GIN.ZI:X.RTCIS:GIN77MELUT01.L:ATM0/0,GIN,BINF,GIN-77-MELU-T01,8-35,gin77melut01-ATM0/0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD026KX3CF,BVPN - Corporate 1024,VPO0002,0022659845
DI:GIN.ZI:X.RTCIS:GIN78BEYNI01-N.L:ATM0/0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78BEYNI01-N,DI:GIN.ZI:X.RTCIS:GIN78BEYNI01-N.L:ATM0/0/0,GIN,BINF,GIN-78-BEYN-I01,8-35,gin78beyni01-n-ATM0/0/0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD01RXU798,BVPN - Corporate 2048,VPO0012,0022558623
DI:GIN.ZI:X.RTCIS:GIN78BEYNI01-S.L:ATM0/0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78BEYNI01-S,DI:GIN.ZI:X.RTCIS:GIN78BEYNI01-S.L:ATM0/0/0,GIN,BINF,GIN-78-BEYN-I01,8-35,gin78beyni01-s-ATM0/0/0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,2000,CD01RXU798,BVPN - Corporate 2048,VPO0012,0022558623
DI:GIN.ZI:X.RTCIS:GIN78BEYNI02-N.L:ATM0/0/IMA0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78BEYNI02-N,DI:GIN.ZI:X.RTCIS:GIN78BEYNI02-N.L:ATM0/0/IMA0,GIN,BINF,GIN-78-BEYN-I02,8-35,gin78beyni02-n-ATM0/0/IMA0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD01RXVME2,BVPN - Corporate 2048,VPO0012,0022558622
DI:GIN.ZI:X.RTCIS:GIN78BEYNI02-S.L:ATM0/0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78BEYNI02-S,DI:GIN.ZI:X.RTCIS:GIN78BEYNI02-S.L:ATM0/0/0,GIN,BINF,GIN-78-BEYN-I02,8-35,gin78beyni02-s-ATM0/0/0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,2000,CD01RXVME2,BVPN - Corporate 2048,VPO0012,0022558622
DI:GIN.ZI:X.RTCIS:GIN78BREVI01-N.L:ATM0/0/IMA0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78BREVI01-N,DI:GIN.ZI:X.RTCIS:GIN78BREVI01-N.L:ATM0/0/IMA0,GIN,BINF,GIN-78-BREV-I01,8-35,gin78brevi01-n-ATM0/0/IMA0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD01US8WC2,BVPN - Corporate 2048,VPO0012,0022558592
DI:GIN.ZI:X.RTCIS:GIN78BREVI01-S.L:ATM0/0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78BREVI01-S,DI:GIN.ZI:X.RTCIS:GIN78BREVI01-S.L:ATM0/0/0,GIN,BINF,GIN-78-BREV-I01,8-35,gin78brevi01-s-ATM0/0/0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,2000,CD01US8WC2,BVPN - Corporate 2048,VPO0012,0022558592
DI:GIN.ZI:X.RTCIS:GIN78TRAPE01-N.L:ATM0/0/IMA0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78TRAPE01-N,DI:GIN.ZI:X.RTCIS:GIN78TRAPE01-N.L:ATM0/0/IMA0,GIN,DSI,GIN-78-TRAP-E01,8-35,gin78trape01-n-ATM0/0/IMA0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,4000,CD02BKNXA1,BVPN - Corporate 4096,VPO0012,0022712862
DI:GIN.ZI:X.RTCIS:GIN78TRAPE01-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78TRAPE01-S,DI:GIN.ZI:X.RTCIS:GIN78TRAPE01-S.L:ATM0,GIN,DSI,GIN-78-TRAP-E01,8-35,gin78trape01-s-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,4000,CD02BKNXA1,BVPN - Corporate 4096,VPO0012,0022712862
DI:GIN.ZI:X.RTCIS:GIN78VELIE01-N.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78VELIE01-N,DI:GIN.ZI:X.RTCIS:GIN78VELIE01-N.L:ATM0,GIN,BEE,GIN-78-VELI-E01,8-35,gin78velie01-n-ATM0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD03TRKVEE,BVPN - Corporate 1024,VPO0012,0023068503
DI:GIN.ZI:X.RTCIS:GIN78VELIE01-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN78VELIE01-S,DI:GIN.ZI:X.RTCIS:GIN78VELIE01-S.L:ATM0,GIN,BEE,GIN-78-VELI-E01,8-35,gin78velie01-s-ATM0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,1000,CD03TRKVEE,BVPN - Corporate 1024,VPO0012,0023068503
DI:GIN.ZI:X.RTCIS:GIN78VELIE02-N.L:GE0/0.N:22,VLAN,DI:GIN.ZI:X.RTCIS:GIN78VELIE02-N,DI:GIN.ZI:X.RTCIS:GIN78VELIE02-N.L:GE0/0,GIN,BEE,GIN-78-VELI-E02,22,gin78velie02-n-GE0/0-22,,,ZZ,STAT_CDV,10000,10000,10000,10000,,10000,10000,10000,CD025P5MEB,BVPN - Corporate 10240,VPO0013,0022670382
DI:GIN.ZI:X.RTCIS:GIN79NIORT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN79NIORT01,DI:GIN.ZI:X.RTCIS:GIN79NIORT01.L:ATM0/0,GIN,BINF,GIN-79-NIOR-T01,8-35,gin79niort01-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD0291UQB2,BVPN - Corporate 512,VPO0002,0022667386
DI:GIN.ZI:X.RTCIS:GIN80AMIEE01-N.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN80AMIEE01-N,DI:GIN.ZI:X.RTCIS:GIN80AMIEE01-N.L:ATM0,GIN,DSI,GIN-80-AMIE-E01,8-35,gin80amiee01-n-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD018UMHCF,BVPN - Corporate 2048,VPO0012,0022417495
DI:GIN.ZI:X.RTCIS:GIN80AMIEE01-S.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN80AMIEE01-S,DI:GIN.ZI:X.RTCIS:GIN80AMIEE01-S.L:ATM0,GIN,DSI,GIN-80-AMIE-E01,8-35,gin80amiee01-s-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD018UMHCF,BVPN - Corporate 2048,VPO0012,0022417495
DI:GIN.ZI:X.RTCIS:GIN80AMIET01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN80AMIET01,DI:GIN.ZI:X.RTCIS:GIN80AMIET01.L:ATM0/0,GIN,BEE,GIN-80-AMIE-T01,8-35,gin80amiet01-ATM0/0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD01JAP4CE,BVPN - Corporate 1024,VPO0002,0022484519
DI:GIN.ZI:X.RTCIS:GIN80AMIET02.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN80AMIET02,DI:GIN.ZI:X.RTCIS:GIN80AMIET02.L:ATM0/0,GIN,BINF,GIN-80-AMIE-T02,8-35,gin80amiet02-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD0291XHAB,BVPN - Corporate 512,VPO0002,0022667387
DI:GIN.ZI:X.RTCIS:GIN81CASTT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN81CASTT01,DI:GIN.ZI:X.RTCIS:GIN81CASTT01.L:ATM0/0,GIN,BINF,GIN-81-CAST-T01,8-35,gin81castt01-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD02923PB9,BVPN - Corporate 512,VPO0002,0022667393
DI:GIN.ZI:X.RTCIS:GIN83STRAT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN83STRAT01,DI:GIN.ZI:X.RTCIS:GIN83STRAT01.L:ATM0/0,GIN,BINF,GIN-83-STRA-T01,8-35,gin83strat01-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD02928BAB,BVPN - Corporate 512,VPO0002,0022667395
DI:GIN.ZI:X.RTCIS:GIN83TOULT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN83TOULT01,DI:GIN.ZI:X.RTCIS:GIN83TOULT01.L:ATM0/0,GIN,BEE,GIN-83-TOUL-T01,8-35,gin83toult01-ATM0/0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD01JEGWB6,BVPN - Corporate 1024,VPO0002,0022484596
DI:GIN.ZI:X.RTCIS:GIN83TOULT02.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN83TOULT02,DI:GIN.ZI:X.RTCIS:GIN83TOULT02.L:ATM0/0,GIN,BINF,GIN-83-TOUL-T02,8-35,gin83toult02-ATM0/0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD02928QB8,BVPN - Corporate 1024,VPO0002,0022667142
DI:GIN.ZI:X.RTCIS:GIN84AVIGT01.L:ATM0/0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN84AVIGT01,DI:GIN.ZI:X.RTCIS:GIN84AVIGT01.L:ATM0/0/0,GIN,BEE,GIN-84-AVIG-T01,8-35,gin84avigt01-ATM0/0/0-8-35,,,ZZ,STAT_CDV,4096,4096,4096,4096,SDSL,4096,4096,2000,CD01DHHP9F,BVPN - Corporate 2184,VPO0002,0022453401
DI:GIN.ZI:X.RTCIS:GIN84AVIGT02.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN84AVIGT02,DI:GIN.ZI:X.RTCIS:GIN84AVIGT02.L:ATM0/0,GIN,BINF,GIN-84-AVIG-T02,8-35,gin84avigt02-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD02929QB8,BVPN - Corporate 512,VPO0002,0022667397
DI:GIN.ZI:X.RTCIS:GIN85LAROT02.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN85LAROT02,DI:GIN.ZI:X.RTCIS:GIN85LAROT02.L:ATM0/0,GIN,BEE,GIN-85-LARO-T02,8-35,gin85larot02-ATM0/0-8-35,,,ZZ,STAT_CDV,1024,1024,1024,1024,SDSL,1024,1024,1000,CD01F1HP89,BVPN - Corporate 1024,VPO0002,0022468817
DI:GIN.ZI:X.RTCIS:GIN85LAROT03.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN85LAROT03,DI:GIN.ZI:X.RTCIS:GIN85LAROT03.L:ATM0/0,GIN,BINF,GIN-85-LARO-T03,8-35,gin85larot03-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD02A2KPBC,BVPN - Corporate 512,VPO0002,0022696166
DI:GIN.ZI:X.RTCIS:GIN86POITT01.L:ATM0/0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN86POITT01,DI:GIN.ZI:X.RTCIS:GIN86POITT01.L:ATM0/0,GIN,BINF,GIN-86-POIT-T01,8-35,gin86poitt01-ATM0/0-8-35,,,ZZ,STAT_CDV,512,512,512,512,SDSL,512,512,500,CD02AXLBD2,BVPN - Corporate 512,VPO0002,0022696177
DI:GIN.ZI:X.RTCIS:GIN86POITT02.L:ATM0.N:8-35,VCL,DI:GIN.ZI:X.RTCIS:GIN86POITT02,DI:GIN.ZI:X.RTCIS:GIN86POITT02.L:ATM0,GIN,BINF,GIN-86-POIT-T02,8-35,gin86poitt02-ATM0-8-35,,,ZZ,STAT_CDV,2048,2048,2048,2048,SDSL,2048,2048,2000,CD020AP0F0,BVPN - Corporate 2048,VPO0002,0022622215
