##v1.0##
FDN,OBJECT_TYPE,DOMAIN,ZONE,SITE,NAME,MNEMO,ADMIN_ADDRESS,COMMUNITY_CODE,COMMUNITY_NAME,CUSTOMER_CODE,CUSTOMER_NAME,COUNTRY_CODE,COUNTRY_NAME,CITY_CODE,CITY_NAME,NETWORK_ROLE,POP_ID,ORIGIN,ACTIVATION_MODEL,SOFTWARE_RELEASE,VOICE_ROLE,IPPBX_ZONE,IS_SHARED,MANUFACTURER,MACRO_TYPE,SRV_STAT_DATA,SRV_IPER_PATH_PERF,SRV_IPER_PATH_PERF_SLA,SRV_IPER_PATH_PERF_CPUMAX_SLA,SRV_IPER_PATH_AVAIL,SRV_IPER_PATH_AVAIL_SLA,SRV_IPER_PATH_AVAIL_CPUMAX_SLA,SRV_IPER_SITE_AVAIL,SRV_IPER_SITE_AVAIL_SLA,SRV_IPER_SITE_AVAIL_CPUMAX_SLA,SRV_IPER_ROUTER_PERF,SRV_IPER_BACKBONE_PATH,SRV_IPER_COS_VOLUME,SRV_IP_DSL_SERVICE_TYPE,SRV_IP_DSL_CARRIER_NAME,SRV_IP_DSL_OFFER_NAME,SRV_3G_SERVICE_TYPE,SRV_3G_CARRIER_CODE,SRV_3G_CARRIER_NAME,SRV_3G_GSM_NUMBER,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:ATAC.ZI:X.SWCAT:M1139,SWCAT,ATAC,MAG_OUEST,1139 TOURS ST SYMPH,M1139,m1139,10.43.207.70,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1140,SWCAT,ATAC,MAG_OUEST,1140 TOURS RABELAIS,M1140,m1140,10.43.207.102,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1141,SWCAT,ATAC,MAG_SUD,1141 BDX GRANDPARC,M1141,m1141,10.42.69.218,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1142,SWCAT,ATAC,MAG_OUEST,1142 LA FERTE AUBIN,M1142,m1142,10.42.194.242,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1145,SWCAT,ATAC,MAG_OUEST,1145 BOULOGNE,M1145,m1145,10.41.154.162,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1146,SWCAT,ATAC,MAG_OUEST,1146 SCEAUX BLAGIS,M1146,m1146,10.43.209.138,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1149,SWCAT,ATAC,MAG_OUEST,1149 SUCY EN BRIE,M1149,m1149,10.45.8.38,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1150,SWCAT,ATAC,MAG_SUD,1150 MERIGNAC ROBIN,M1150,m1150,10.43.254.102,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1152,SWCAT,ATAC,MAG_NORD,1152 VERNEUIL/SEINE,M1152,m1152,10.43.206.82,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1153,SWCAT,ATAC,MAG_OUEST,1153 PLAISIR,M1153,m1153,10.43.197.98,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1154,SWCAT,ATAC,MAG_NORD,1154 CONFLANS,M1154,M1154,10.43.206.118,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1155,SWCAT,ATAC,MAG_NORD,1155 ROMAINVILLE,M1155,m1155,10.43.88.238,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1156,SWCAT,ATAC,MAG_SUD,1156 ST GAUDENS,M1156,m1156,10.44.86.50,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1158,SWCAT,ATAC,MAG_SUD,1158 CALUIRE,M1158,m1158,10.44.85.66,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1159,SWCAT,ATAC,MAG_SUD,1159 LYON GARIBALDI,M1159,m1159,10.43.212.194,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(11)EA1,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1160,SWCAT,ATAC,MAG_NORD,1160 SARTROUVILLE,M1160,m1160,10.43.206.78,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1162,SWCAT,ATAC,MAG_SUD,1162 MILLAU,M1162,m1162,10.43.215.34,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1163,SWCAT,ATAC,MAG_SUD,1163 MARSEIL BARNABE,M1163,m1163,10.43.228.14,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(11)EA1,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1164,SWCAT,ATAC,MAG_SUD,1164 MONTPELLIER,M1164,m1164,10.42.94.202,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(22)EA6,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1165,SWCAT,ATAC,MAG_SUD,1165 TARASCON,M1165,m1165,10.44.191.98,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1166,SWCAT,ATAC,MAG_SUD,1166 APT,M1166,m1166,10.42.130.214,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1169,SWCAT,ATAC,MAG_SUD,1169 GRENOBLE S,M1169,m1169,10.48.211.25,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1170,SWCAT,ATAC,MAG_SUD,1170 GRENOBLE PERROT,M1170,m1170,10.43.113.74,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1171,SWCAT,ATAC,MAG_SUD,1171 LA DUCHERE,M1171,m1171,10.41.9.33,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1172,SWCAT,ATAC,MAG_SUD,1172 TASSIN,M1172,m1172,10.41.27.238,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1173,SWCAT,ATAC,MAG_SUD,1173 LYON BUYER,M1173,m1173,10.42.108.250,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1174,SWCAT,ATAC,MAG_SUD,1174 SAINTEFOY,M1174,m1174,10.43.234.50,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1175,SWCAT,ATAC,MAG_SUD,1175 ETATSUNIS,M1175,m1175,10.43.212.202,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(11)EA1,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1176,SWCAT,ATAC,MAG_SUD,1176 TARARE,M1176,m1176,10.44.192.170,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1177,SWCAT,ATAC,MAG_SUD,1177 VILLEFRANCHE,M1177,m1177,10.43.234.54,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1178,SWCAT,ATAC,MAG_NORD,1178 EAUBONNE,M1178,m1178,10.41.206.214,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1179,SWCAT,ATAC,MAG_NORD,1179 ARRAS,M1179,m1179,10.44.200.18,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1180,SWCAT,ATAC,MAG_OUEST,1180 MONTROUGE BRIAN,M1180,m1180,10.42.233.194,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1181,SWCAT,ATAC,MAG_NORD,1181 ETAPLES,M1181,m1181,10.44.200.14,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1184,SWCAT,ATAC,MAG_NORD,1184 AULNOYE,M1184,m1184,10.44.216.26,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1185,SWCAT,ATAC,MAG_NORD,1185 STSAULVE,M1185,m1185,10.44.177.82,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1186,SWCAT,ATAC,MAG_NORD,1186 STQUENTIN,M1186,m1186,10.45.12.66,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1187,SWCAT,ATAC,MAG_NORD,1187 LENS,M1187,m1187,10.43.119.118,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(11)EA1,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1189,SWCAT,ATAC,MAG_NORD,1189 FOURMIES,M1189,m1189,10.43.196.222,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1190,SWCAT,ATAC,MAG_NORD,1190 LINSELLES,M1190,m1190,10.44.177.126,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1192,SWCAT,ATAC,MAG_NORD,1192 CHANTILLY,M1192,m1192,10.43.249.102,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1193,SWCAT,ATAC,MAG_NORD,1193 MONTDIDIER,M1193,m1193,10.42.150.46,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1194,SWCAT,ATAC,MAG_NORD,1194 COMPIEGNE,M1194,m1194,10.43.249.98,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1194BIS,SWCAT,ATAC,MAG_NORD,1194 COMPIEGNE,M1194BIS,m1194bis,10.43.249.99,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1195,SWCAT,ATAC,MAG_NORD,1195 AMIENS ROLLIN,M1195,m1195,10.42.150.42,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1196,SWCAT,ATAC,MAG_NORD,1196 ALBERT,M1196,m1196,10.42.150.66,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1200,SWCAT,ATAC,MAG_SUD,1200 BDX CAUDERAN,M1200,m1200,10.43.254.98,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1201,SWCAT,ATAC,MAG_NORD,1201 FRANCONVILLE,M1201,m1201,10.44.11.54,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1202,SWCAT,ATAC,MAG_NORD,1202 ERAGNY,M1202,m1202,10.44.11.62,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1203,SWCAT,ATAC,MAG_NORD,1203 FERRIERES,M1203,m1203,10.44.122.18,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1208,SWCAT,ATAC,MAG_NORD,1208 NDDEGRAV,M1208,m1208,10.45.7.6,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1209,SWCAT,ATAC,MAG_NORD,1209 LEVALDEREUIL,M1209,m1209,10.43.112.134,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1209BIS,SWCAT,ATAC,MAG_NORD,1209 LEVALDEREUIL,M1209BIS,m1209bis,10.43.112.135,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1209TER,SWCAT,ATAC,MAG_NORD,1209 LEVALDEREUIL,M1209TER,m1209ter,10.48.72.93,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1210,SWCAT,ATAC,MAG_OUEST,1210 JARGEAU,M1210,m1210,10.42.194.234,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1211,SWCAT,ATAC,MAG_NORD,1211 BOSCROGER,M1211,m1211,10.43.112.122,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1212,SWCAT,ATAC,MAG_NORD,1212 MEULAN,M1212,m1212,10.43.206.106,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1213,SWCAT,ATAC,MAG_NORD,1213 GAILLONCEL,M1213,m1213,10.43.112.118,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1215,SWCAT,ATAC,MAG_EST,1215 MULHOUSE ILENAP,M1215,m1215,10.42.144.162,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1216,SWCAT,ATAC,MAG_EST,1216 HAYANGE,M1216,m1216,10.42.228.230,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1217,SWCAT,ATAC,MAG_EST,1217 METZ 20 CORPS,M1217,m1217,10.43.237.78,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1218,SWCAT,ATAC,MAG_EST,1218 SARREBOURG,M1218,m1218,10.43.237.42,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1219,SWCAT,ATAC,MAG_OUEST,1219 STGERMAIN,M1219,m1219,10.43.145.50,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1221,SWCAT,ATAC,MAG_EST,1221 FERRETTE,M1221,m1221,10.42.144.174,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1223,SWCAT,ATAC,MAG_OUEST,1223 BALLAN,M1223,m1223,10.42.143.90,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1226,SWCAT,ATAC,MAG_NORD,1226 MONTREUIL,M1226,m1226,10.43.246.10,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1227,SWCAT,ATAC,MAG_SUD,1227 CARBONNE,M1227,m1227,10.44.86.46,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1229,SWCAT,ATAC,MAG_NORD,1229 GISORS,M1229,m1229,10.43.112.130,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1230,SWCAT,ATAC,MAG_SUD,1230 MANSLE,M1230,m1230,10.43.91.82,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1231,SWCAT,ATAC,MAG_OUEST,1231 THOMERY,M1231,m1231,10.43.194.162,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1237,SWCAT,ATAC,MAG_NORD,1237 TRIEL,M1237,m1237,10.43.206.114,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1238,SWCAT,ATAC,MAG_EST,1238 ILLKIRCH,M1238,m1238,10.42.85.182,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1240,SWCAT,ATAC,MAG_EST,1240 ROSHEIM,M1240,m1240,10.44.173.46,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1 13 EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1246,SWCAT,ATAC,MAG_OUEST,1246 MAREIL,M1246,m1246,10.113.176.113,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.2(50)SE3,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1248,SWCAT,ATAC,MAG_NORD,1248 ARGENTEUIL,M1248,m1248,10.43.105.202,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1249,SWCAT,ATAC,MAG_OUEST,1249 RUEIL MALMAISON,M1249,m1249,10.42.45.138,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1253,SWCAT,ATAC,MAG_SUD,1253 GRADIGNAN MALA,M1253,m1253,10.43.254.86,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(6)EA2c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1255,SWCAT,ATAC,MAG_SUD,1255 AURILLAC,M1255,m1255,10.43.186.214,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1255BIS,SWCAT,ATAC,MAG_SUD,1255 AURILLAC,M1255BIS,m1255bis,10.40.15.137,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(13)EA1c,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
DI:ATAC.ZI:X.SWCAT:M1257,SWCAT,ATAC,MAG_NORD,1257 BREUIL LE VERT,M1257,m1257,10.43.249.94,,,,,FRA,FRANCE,,,CE,,SATIN,catalyst,12.1(11)EA1,,,0,catalyst,COMMUTATEUR,N,N,N,,N,N,,N,N,,N,N,N,,,,,,,,,,,
