##v1.0##
FDN,OBJECT_TYPE,DOMAIN,ZONE,SITE,NAME,MNEMO,ADMIN_ADDRESS,COMMUNITY_CODE,COMMUNITY_NAME,CUSTOMER_CODE,CUSTOMER_NAME,COUNTRY_CODE,COUNTRY_NAME,CITY_CODE,CITY_NAME,NETWORK_ROLE,POP_ID,ORIGIN,ACTIVATION_MODEL,SOFTWARE_RELEASE,VOICE_ROLE,IPPBX_ZONE,IS_SHARED,MANUFACTURER,MACRO_TYPE,SRV_STAT_DATA,SRV_IPER_PATH_PERF,SRV_IPER_PATH_PERF_SLA,SRV_IPER_PATH_PERF_CPUMAX_SLA,SRV_IPER_PATH_AVAIL,SRV_IPER_PATH_AVAIL_SLA,SRV_IPER_PATH_AVAIL_CPUMAX_SLA,SRV_IPER_SITE_AVAIL,SRV_IPER_SITE_AVAIL_SLA,SRV_IPER_SITE_AVAIL_CPUMAX_SLA,SRV_IPER_ROUTER_PERF,SRV_IPER_BACKBONE_PATH,SRV_IPER_COS_VOLUME,SRV_IP_DSL_SERVICE_TYPE,SRV_IP_DSL_CARRIER_NAME,SRV_IP_DSL_OFFER_NAME,SRV_3G_SERVICE_TYPE,SRV_3G_CARRIER_CODE,SRV_3G_CARRIER_NAME,SRV_3G_GSM_NUMBER,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:GIN.ZI:X.RTCIS:GIN51REIMT02,RTCIS,GIN,BINF,GIN-51-REIM-T02,GIN51REIMT02,gin51reimt02,10.40.231.36,,,,,,,,,CE,,CEDRE,cisco,12.3 11 T2,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026BY9F3,BVPN - Corporate 1024,VPO0002,0022660731
DI:GIN.ZI:X.RTCIS:GIN51TROII02-N,RTCIS,GIN,BINF,GIN-51-TROI-I02-R,GIN51TROII02-N,gin51troii02-n,10.45.6.198,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD011V1HC5,BVPN - Corporate 1024,VPO0015,0022348173
DI:GIN.ZI:X.RTCIS:GIN51TROII02-S,RTCIS,GIN,BINF,GIN-51-TROI-I02-R,GIN51TROII02-S,gin51troii02-s,10.48.57.165,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD011V1HC5,BVPN - Corporate 1024,VPO0015,0022348173
DI:GIN.ZI:X.RTCIS:GIN54CERVI03-X,RTCIS,GIN,BINF,GIN-54-CERV-I03,GIN54CERVI03-X,gin54cervi03-x,10.43.253.22,,,,,,,,,CE,,CEDRE,cisco,12.4 25a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD0130ZC99,BVPN - Corporate 1024,VPO0015,0022360238
DI:GIN.ZI:X.RTCIS:GIN54CERVI03-Y,RTCIS,GIN,BINF,GIN-54-CERV-I03,GIN54CERVI03-Y,gin54cervi03-y,10.45.44.202,,,,,,,,,CE,,CEDRE,cisco,12.4 25a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD0130ZC99,BVPN - Corporate 1024,VPO0015,0022360238
DI:GIN.ZI:X.RTCIS:GIN54LAXOE01-N,RTCIS,GIN,BEE,GIN-54-LAXO-E01,GIN54LAXOE01-N,gin54laxoe01-n,10.43.253.169,,,,,,,,,CE,,CEDRE,cisco,12.4 23,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01FTJTD3,BVPN - Corporate 4096,VPO0017,0022479468
DI:GIN.ZI:X.RTCIS:GIN54LAXOE01-S,RTCIS,GIN,BEE,GIN-54-LAXO-E01,GIN54LAXOE01-S,gin54laxoe01-s,10.46.124.60,,,,,,,,,CE,,CEDRE,cisco,12.4 23,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01FTJTD3,BVPN - Corporate 4096,VPO0017,0022479468
DI:GIN.ZI:X.RTCIS:GIN54NANCT01-N,RTCIS,GIN,BEE,GIN-54-NANC-T01,GIN54NANCT01-N,gin54nanct01-n,10.45.44.201,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01HXRLE0,BVPN - Corporate 4096,VPO0012,0022485160
DI:GIN.ZI:X.RTCIS:GIN54NANCT01-S,RTCIS,GIN,BEE,GIN-54-NANC-T01,GIN54NANCT01-S,gin54nanct01-s,10.45.67.120,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01HXRLE0,BVPN - Corporate 4096,VPO0012,0022485160
DI:GIN.ZI:X.RTCIS:GIN54NANCT03-N,RTCIS,GIN,BINF,GIN-54-NANC-T03,GIN54NANCT03-N,gin54nanct03-n,10.46.240.213,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026L2FAB,BVPN - Corporate 4096,VPO0012,0022660750
DI:GIN.ZI:X.RTCIS:GIN54NANCT03-S,RTCIS,GIN,BINF,GIN-54-NANC-T03,GIN54NANCT03-S,gin54nanct03-s,10.41.74.233,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026L2FAB,BVPN - Corporate 4096,VPO0012,0022660750
DI:GIN.ZI:X.RTCIS:GIN54VILLT01,RTCIS,GIN,BINF,GIN-54-VILL-T01,GIN54VILLT01,gin54villt01,10.43.253.168,,,,,,,,,CE,,CEDRE,cisco,12.3 11 T2,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026BZS99,BVPN - Corporate 512,VPO0002,0022660769
DI:GIN.ZI:X.RTCIS:GIN56VANNT02,RTCIS,GIN,BINF,GIN-56-VANN-T02,GIN56VANNT02,gin56vannt02,10.41.49.95,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026C0Z95,BVPN - Corporate 512,VPO0002,0022659786
DI:GIN.ZI:X.RTCIS:GIN57METZT01-N,RTCIS,GIN,BEE,GIN-57-METZ-T01-R,GIN57METZT01-N,gin57metzt01-n,10.48.127.32,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01CGD3DD,BVPN - Corporate 10410,VPO0013,0022446595
DI:GIN.ZI:X.RTCIS:GIN57METZT01-S,RTCIS,GIN,BEE,GIN-57-METZ-T01-R,GIN57METZT01-S,gin57metzt01-s,10.42.91.130,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01CGD3DD,BVPN - Corporate 10410,VPO0013,0022446595
DI:GIN.ZI:X.RTCIS:GIN57MONTT01-N,RTCIS,GIN,BINF,GIN-57-MONT-T01,GIN57MONTT01-N,gin57montt01-n,10.42.228.124,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD0291BVB5,BVPN - Corporate 10240,VPO0013,0022667147
DI:GIN.ZI:X.RTCIS:GIN57THIOT02,RTCIS,GIN,BINF,GIN-57-THIO-T02,GIN57THIOT02,gin57thiot02,10.43.237.81,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026EJ4EF,BVPN - Corporate 512,VPO0002,0022659787
DI:GIN.ZI:X.RTCIS:GIN57THIOT03,RTCIS,GIN,BEE,GIN-57-THIO-T03,GIN57THIOT03,gin57thiot03,10.45.22.184,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02ZT768E,BVPN - Corporate 2048,VPO0002,0022877304
DI:GIN.ZI:X.RTCIS:GIN58NEVET01,RTCIS,GIN,BEE,GIN-58-NEVE-T01,GIN58NEVET01,gin58nevet01,10.41.142.245,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01JEH4D5,BVPN - Corporate 1024,VPO0002,0022484641
DI:GIN.ZI:X.RTCIS:GIN59DOUAT02-N,RTCIS,GIN,BEE,GIN-59-DOUA-T02-R,GIN59DOUAT02-N,gin59douat02-n,10.42.129.39,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01GWN1BF,BVPN - Corporate 8328,VPO0014,0022479831
DI:GIN.ZI:X.RTCIS:GIN59DOUAT02-S,RTCIS,GIN,BEE,GIN-59-DOUA-T02-R,GIN59DOUAT02-S,gin59douat02-s,10.42.128.26,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01GWN1BF,BVPN - Corporate 8328,VPO0014,0022479831
DI:GIN.ZI:X.RTCIS:GIN59DOUAT03,RTCIS,GIN,BINF,GIN-59-DOUA-T03,GIN59DOUAT03,gin59douat03,10.43.81.109,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026ESL97,BVPN - Corporate 512,VPO0002,0022659788
DI:GIN.ZI:X.RTCIS:GIN59DUNKI03-N,RTCIS,GIN,BEE,GIN-59-DUNK-I03,GIN59DUNKI03-N,gin59dunki03-n,10.41.179.253,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD011FBRBC,BVPN - Corporate 20480,VPO0013,0022343245
DI:GIN.ZI:X.RTCIS:GIN59DUNKI03-S,RTCIS,GIN,BEE,GIN-59-DUNK-I03,GIN59DUNKI03-S,gin59dunki03-s,10.43.168.224,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD011FBRBC,BVPN - Corporate 20480,VPO0013,0022343245
DI:GIN.ZI:X.RTCIS:GIN59DUNKT01-N,RTCIS,GIN,BEE,GIN-59-DUNK-T01-R,GIN59DUNKT01-N,gin59dunkt01-n,10.41.179.42,,,,,,,,,CE,,CEDRE,cisco,15.0 1 M4.3,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01FQRMD4,BVPN - Corporate 8328,VPO0013,0022468426
DI:GIN.ZI:X.RTCIS:GIN59DUNKT01-S,RTCIS,GIN,BEE,GIN-59-DUNK-T01-R,GIN59DUNKT01-S,gin59dunkt01-s,10.47.113.100,,,,,,,,,CE,,CEDRE,cisco,15.0 1 M4.3,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01FQRMD4,BVPN - Corporate 8328,VPO0013,0022468426
DI:GIN.ZI:X.RTCIS:GIN59LAMBT01-N,RTCIS,GIN,MBU,GIN-59-LAMB-T01,GIN59LAMBT01-N,gin59lambt01-n,10.43.196.101,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01CLHJ9D,BVPN - Corporate 6399,VPO0017,0022453408
DI:GIN.ZI:X.RTCIS:GIN59LAMBT01-S,RTCIS,GIN,MBU,GIN-59-LAMB-T01,GIN59LAMBT01-S,gin59lambt01-s,10.45.17.214,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01CLHJ9D,BVPN - Corporate 6399,VPO0017,0022453408
DI:GIN.ZI:X.RTCIS:GIN59LILLT02-N,RTCIS,GIN,BINF,GIN-59-LILL-T02-R,GIN59LILLT02-N,gin59lillt02-n,10.47.113.54,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026L6TB9,BVPN - Corporate 10240,VPO0021,0022660801
DI:GIN.ZI:X.RTCIS:GIN59LILLT02-S,RTCIS,GIN,BINF,GIN-59-LILL-T02-R,GIN59LILLT02-S,gin59lillt02-s,10.48.107.128,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026L6TB9,BVPN - Corporate 10240,VPO0021,0022660801
DI:GIN.ZI:X.RTCIS:GIN59MARLE01-N,RTCIS,GIN,BEE,GIN-59-MARL-E01,GIN59MARLE01-N,gin59marle01-n,10.44.216.59,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD0348M4F5,BVPN - Corporate 1024,VPO0012,0022910850
DI:GIN.ZI:X.RTCIS:GIN59MARLE01-S,RTCIS,GIN,BEE,GIN-59-MARL-E01,GIN59MARLE01-S,gin59marle01-s,10.44.175.97,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD0348M4F5,BVPN - Corporate 1024,VPO0012,0022910850
DI:GIN.ZI:X.RTCIS:GIN59VALEE01-N,RTCIS,GIN,BEE,GIN-59-VALE-E01,GIN59VALEE01-N,gin59valee01-n,10.42.58.27,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01CLGC94,BVPN - Corporate 4096,VPO0012,0022453407
DI:GIN.ZI:X.RTCIS:GIN59VALEE01-S,RTCIS,GIN,BEE,GIN-59-VALE-E01,GIN59VALEE01-S,gin59valee01-s,10.44.216.156,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01CLGC94,BVPN - Corporate 4096,VPO0012,0022453407
DI:GIN.ZI:X.RTCIS:GIN59VALET03,RTCIS,GIN,BINF,GIN-59-VALE-T03,GIN59VALET03,gin59valet03,10.42.105.254,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026EZP8B,BVPN - Corporate 512,VPO0002,0022659790
DI:GIN.ZI:X.RTCIS:GIN59WASQE01-N,RTCIS,GIN,DSI,GIN-59-WASQ-E01,GIN59WASQE01-N,gin59wasqe01-n,10.44.177.46,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02GAUX9D,BVPN - Corporate 6144,VPO0012,0022748048
DI:GIN.ZI:X.RTCIS:GIN59WASQE01-S,RTCIS,GIN,DSI,GIN-59-WASQ-E01,GIN59WASQE01-S,gin59wasqe01-s,10.48.178.176,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02GAUX9D,BVPN - Corporate 6144,VPO0012,0022748048
DI:GIN.ZI:X.RTCIS:GIN60GOURI01-N,RTCIS,GIN,BINF,GIN-60-GOUR-I01,GIN60GOURI01-N,gin60gouri01-n,10.44.175.39,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01TSC6A0,BVPN - Corporate 2048,VPO0016,0022558590
DI:GIN.ZI:X.RTCIS:GIN60GOURI01-S,RTCIS,GIN,BINF,GIN-60-GOUR-I01,GIN60GOURI01-S,gin60gouri01-s,10.42.105.119,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01TSC6A0,BVPN - Corporate 2048,VPO0016,0022558590
DI:GIN.ZI:X.RTCIS:GIN61ALENT01,RTCIS,GIN,BINF,GIN-61-ALEN-T01,GIN61ALENT01,gin61alent01,10.43.245.19,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026F1Y88,BVPN - Corporate 512,VPO0002,0022659792
DI:GIN.ZI:X.RTCIS:GIN62ARRAT03,RTCIS,GIN,BINF,GIN-62-ARRA-T03,GIN62ARRAT03,gin62arrat03,10.43.119.97,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026L8PBD,BVPN - Corporate 512,VPO0002,0022659801
DI:GIN.ZI:X.RTCIS:GIN62MARTT01,RTCIS,GIN,BINF,GIN-62-MART-T01,GIN62MARTT01,gin62martt01,10.42.95.209,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026L9RBF,BVPN - Corporate 512,VPO0003,0022659802
DI:GIN.ZI:X.RTCIS:GIN62OMERT01,RTCIS,GIN,BINF,GIN-62-OMER-T01,GIN62OMERT01,gin62omert01,10.41.152.87,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026F30E1,BVPN - Corporate 512,VPO0002,0022659803
DI:GIN.ZI:X.RTCIS:GIN63AUBIT01-N,RTCIS,GIN,BINF,GIN-63-AUBI-T01,GIN63AUBIT01-N,gin63aubit01-n,10.47.111.18,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026LB7DA,BVPN - Corporate 10240,VPO0021,0022660674
DI:GIN.ZI:X.RTCIS:GIN63AUBIT01-S,RTCIS,GIN,BINF,GIN-63-AUBI-T01,GIN63AUBIT01-S,gin63aubit01-s,10.41.149.197,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026LB7DA,BVPN - Corporate 10240,VPO0021,0022660674
DI:GIN.ZI:X.RTCIS:GIN63CLERT01-N,RTCIS,GIN,BEE,GIN-63-CLER-T01,GIN63CLERT01-N,gin63clert01-n,10.42.107.46,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T9,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01FA6UAF,BVPN - Corporate 1092,VPO0012,0022468424
DI:GIN.ZI:X.RTCIS:GIN63CLERT01-S,RTCIS,GIN,BEE,GIN-63-CLER-T01,GIN63CLERT01-S,gin63clert01-s,10.45.199.143,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01FA6UAF,BVPN - Corporate 1092,VPO0012,0022468424
DI:GIN.ZI:X.RTCIS:GIN64BAYOT01,RTCIS,GIN,BEE,GIN-64-BAYO-T01-R,GIN64BAYOT01,gin64bayot01,10.41.229.86,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T9,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01JPRKD7,BVPN - Corporate 2048,VPO0002,0022506286
DI:GIN.ZI:X.RTCIS:GIN64BAYOT02,RTCIS,GIN,BINF,GIN-64-BAYO-T02,GIN64BAYOT02,gin64bayot02,10.40.254.140,,,,,,,,,CE,,CEDRE,cisco,12.3 11 T2,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026JSMB4,BVPN - Corporate 1024,VPO0002,0022659804
DI:GIN.ZI:X.RTCIS:GIN64PAU3T01,RTCIS,GIN,BINF,GIN-64-PAU3-T01,GIN64PAU3T01,gin64pau3t01,10.45.13.153,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD0270H5D0,BVPN - Corporate 512,VPO0002,0022659805
DI:GIN.ZI:X.RTCIS:GIN65TARBT01,RTCIS,GIN,BINF,GIN-65-TARB-T01,GIN65TARBT01,gin65tarbt01,10.41.100.106,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026K50CC,BVPN - Corporate 512,VPO0002,0022659806
DI:GIN.ZI:X.RTCIS:GIN66PERPT02,RTCIS,GIN,BINF,GIN-66-PERP-T02,GIN66PERPT02,gin66perpt02,10.43.132.100,,,,,,,,,CE,,CEDRE,cisco,12.3 11 T2,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD0291JAA2,BVPN - Corporate 512,VPO0002,0022667217
DI:GIN.ZI:X.RTCIS:GIN67HAGUT01,RTCIS,GIN,BINF,GIN-67-HAGU-T01,GIN67HAGUT01,gin67hagut01,10.43.219.27,,,,,,,,,CE,,CEDRE,cisco,12.3 11 T2,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026K9VAA,BVPN - Corporate 512,VPO0002,0022659807
DI:GIN.ZI:X.RTCIS:GIN68ILLZT01,RTCIS,GIN,BINF,GIN-68-ILLZ-T01,GIN68ILLZT01,gin68illzt01,10.42.225.248,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD0291LYBA,BVPN - Corporate 1024,VPO0002,0022667140
DI:GIN.ZI:X.RTCIS:GIN68KINGT02,RTCIS,GIN,BEE,GIN-68-KING-T02,GIN68KINGT02,gin68kingt02,10.48.136.72,,,,,,,,,CE,,CEDRE,cisco,12.4 6 T,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01JAN5CF,BVPN - Corporate 1160,VPO0002,0022484539
DI:GIN.ZI:X.RTCIS:GIN68KINGT03,RTCIS,GIN,BINF,GIN-68-KING-T03,GIN68KINGT03,gin68kingt03,10.44.227.8,,,,,,,,,CE,,CEDRE,cisco,12.4 5a,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD026KR2CE,BVPN - Corporate 512,VPO0002,0022659812
DI:GIN.ZI:X.RTCIS:GIN69LYONT01-N,RTCIS,GIN,BINF,GIN-69-LYON-T01-R,GIN69LYONT01-N,gin69lyont01-n,10.46.22.61,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T9,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01FNX6EE,BVPN - Corporate 4096,VPO0012,0022478803
DI:GIN.ZI:X.RTCIS:GIN69LYONT01-S,RTCIS,GIN,BINF,GIN-69-LYON-T01-R,GIN69LYONT01-S,gin69lyont01-s,10.42.23.115,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T9,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01FNX6EE,BVPN - Corporate 4096,VPO0012,0022478803
DI:GIN.ZI:X.RTCIS:GIN69LYONT06-N,RTCIS,GIN,BINF,GIN-69-LYON-T06-R,GIN69LYONT06-N,gin69lyont06-n,10.41.66.64,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02934ZB6,BVPN - Corporate 10240,VPO0021,0022667870
DI:GIN.ZI:X.RTCIS:GIN69LYONT07,RTCIS,GIN,BINF,GIN-69-LYON-T07,GIN69LYONT07,gin69lyont07,10.48.120.136,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02935FAA,BVPN - Corporate 4096,VPO0002,0022667876
DI:GIN.ZI:X.RTCIS:GIN69LYONT09-N,RTCIS,GIN,MBU,GIN-69-LYON-T09,GIN69LYONT09-N,gin69lyont09-n,10.46.19.71,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01CPV1AD,BVPN - Corporate 42320,VPO0017,0022439289
DI:GIN.ZI:X.RTCIS:GIN69LYONT09-S,RTCIS,GIN,MBU,GIN-69-LYON-T09,GIN69LYONT09-S,gin69lyont09-s,10.41.27.49,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD01CPV1AD,BVPN - Corporate 42320,VPO0017,0022439289
DI:GIN.ZI:X.RTCIS:GIN69LYONT10-N,RTCIS,GIN,BINF,GIN-69-LYON-T10,GIN69LYONT10-N,gin69lyont10-n,10.47.119.191,,,,,,,,,CE,,CEDRE,cisco,15.0 1 M4.3,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02KRK09C,BVPN - Corporate 4096,VPO0017,0022770742
DI:GIN.ZI:X.RTCIS:GIN69LYONT10-S,RTCIS,GIN,BINF,GIN-69-LYON-T10,GIN69LYONT10-S,gin69lyont10-s,10.47.119.179,,,,,,,,,CE,,CEDRE,cisco,15.0 1 M4.3,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02KRK09C,BVPN - Corporate 4096,VPO0017,0022770742
DI:GIN.ZI:X.RTCIS:GIN69STPRE01-N,RTCIS,GIN,DSI,GIN-69-STPR-E01,GIN69STPRE01-N,gin69stpre01-n,10.44.192.238,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02E95M9B,BVPN - Corporate 1024,VPO0015,0022733773
DI:GIN.ZI:X.RTCIS:GIN69STPRE01-S,RTCIS,GIN,DSI,GIN-69-STPR-E01,GIN69STPRE01-S,gin69stpre01-s,10.112.217.6,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T12,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD02E95M9B,BVPN - Corporate 1024,VPO0015,0022733773
DI:GIN.ZI:X.RTCIS:GIN69VILLT01-N,RTCIS,GIN,BEE,GIN-69-VILL-T01-R,GIN69VILLT01-N,gin69villt01-n,10.48.120.83,,,,,,,,,CE,,CEDRE,cisco,12.4 15 T9,,,0,cisco,ROUTEUR,Y,N,N,,N,N,,N,N,,N,N,N,,,,,,,,CD015592F6,BVPN - Corporate 4096,VPO0012,0022382211
