##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,ITF_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,VPN,ITF_IP_ADDRESS,SRV_SENSOR_PARAM_SERVICE,SRV_SENSOR_TYPE,AVG_BWD_IN,MAX_BWD_IN,AVG_BWD_OUT,MAX_BWD_OUT,ACCESS_DSL_TYPE,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_INTRANET_BWD,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1.N:556,VLAN,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,556,LAN EARS,capgemini_bb_ears_2_tpc,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1.N:557,VLAN,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,557,LAN TXU,capgemini_bb_txu_6_tpc,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1.N:560,VLAN,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,560,LAN BPOPENCE,capgemini_bb_bpopence_114_tpc,,VL,STAT_CDV,12000,12000,12000,12000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1.N:561,VLAN,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,561,LAN OSWNPNAR,capgemini_bb_oswnpnar_108_tpc,,VL,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1.N:562,VLAN,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,562,LAN AVONIB,capgemini_bb_avonib_131_tpc,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1.N:563,VLAN,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,563,LAN UNILEVERIB,capgemini_bb_unileverib_75_tpc,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1.N:564,VLAN,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/1,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,564,LAN OSGOODYEAR,capgemini_bb_osgoodyear_91_tpc,,VL,STAT_CDV,5000,5000,5000,5000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/2.N:555,VLAN,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMNZ013-CONTROLNET.L:GE0/2,CAPGEM,NORTH_AMER,GE-AM-US-MANA001,555,LAN CAPGEMINIA2ANET,capgeminia2anet,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC1110-CONTROLNET.L:ATM1/0.N:0-46,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC1110-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMUC1110-CONTROLNET.L:ATM1/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI002,0-46,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET.L:S0/0/0.N:22,DLCI_CPE,DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET.L:S0/0/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI002,22,WAN INTERFACE-22,,,STAT_CDI,STAT_CDI,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET.L:S0/0/0.N:413,DLCI_CPE,DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET.L:S0/0/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI002,413,WAN INTERFACE-413,,,STAT_CDI,STAT_CDI,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET.L:S0/0/0.N:439,DLCI_CPE,DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMUC1112-CONTROLNET.L:S0/0/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI002,439,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,STAT_CDI,STAT_CDI,2048,0,2048,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC772.L:ATM3/0.N:0-40,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC772,DI:CAPGEM.ZI:X.RTCIS:PMUC772.L:ATM3/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI001,0-40,SUBVPN SDMCE,,,V,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC772.L:ATM3/0.N:0-42,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC772,DI:CAPGEM.ZI:X.RTCIS:PMUC772.L:ATM3/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI001,0-42,SUBVPN BPOPENCE,,,V,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC772.L:ATM3/0.N:0-45,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC772,DI:CAPGEM.ZI:X.RTCIS:PMUC772.L:ATM3/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI001,0-45,SUBVPN INTERNET,,,V,STAT_CDV,30000,30000,30000,30000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC772.L:ATM3/0.N:0-49,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC772,DI:CAPGEM.ZI:X.RTCIS:PMUC772.L:ATM3/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI001,0-49,SUBVPN CAPGEMINIA2ANET,,,V,STAT_CDV,80000,80000,80000,80000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET.L:ATM4/0.N:0-40,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET.L:ATM4/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI001,0-40,SUBVPN SDMCE,,,V,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET.L:ATM4/0.N:0-41,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET.L:ATM4/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI001,0-41,SUBVPN BPOPENCE,,,V,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET.L:ATM4/0.N:0-42,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET.L:ATM4/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI001,0-42,SUBVPN INTERNET,,,V,STAT_CDV,30000,30000,30000,30000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET.L:ATM4/0.N:0-54,VCL,DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PMUC773-CONTROLNET.L:ATM4/0,CAPGEM,CENTRAL_EU,GE-EU-DE-MUNI001,0-54,SUBVPN CAPGEMINIA2ANET,,,V,STAT_CDV,80000,80000,80000,80000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMXG016.L:ATM0/IMA0.N:0-43,VCL,DI:CAPGEM.ZI:X.RTCIS:PMXG016,DI:CAPGEM.ZI:X.RTCIS:PMXG016.L:ATM0/IMA0,CAPGEM,NORTH_AMER,GE-AM-US-MARL001,0-43,SUBVPN MCLIENTAD,capgemini_bb_mclientad_129_tpc,,V,STAT_CDV,1000,1000,1000,1000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PMXG016.L:ATM0/IMA0.N:0-48,VCL,DI:CAPGEM.ZI:X.RTCIS:PMXG016,DI:CAPGEM.ZI:X.RTCIS:PMXG016.L:ATM0/IMA0,CAPGEM,NORTH_AMER,GE-AM-US-MARL001,0-48,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,3000,3000,3000,3000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PNYC1768-CONTROLNET.L:ATM0/IMA0.N:0-57,VCL,DI:CAPGEM.ZI:X.RTCIS:PNYC1768-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PNYC1768-CONTROLNET.L:ATM0/IMA0,CAPGEM,NORTH_AMER,GE-AM-US-NEWY005,0-57,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,5500,5500,5500,5500,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PNYC1768-CONTROLNET.L:ATM0/IMA0.N:0-58,VCL,DI:CAPGEM.ZI:X.RTCIS:PNYC1768-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PNYC1768-CONTROLNET.L:ATM0/IMA0,CAPGEM,NORTH_AMER,GE-AM-US-NEWY005,0-58,WAN INTERFACE-0-58,,,V,STAT_CDV,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PNYC1776-CONTROLNET.L:ATM0/IMA0.N:0-625,VCL,DI:CAPGEM.ZI:X.RTCIS:PNYC1776-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PNYC1776-CONTROLNET.L:ATM0/IMA0,CAPGEM,NORTH_AMER,GE-AM-US-JERS001,0-625,WAN INTERFACE-0-625,,,V,STAT_CDV,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PNYC1776-CONTROLNET.L:ATM0/IMA0.N:0-626,VCL,DI:CAPGEM.ZI:X.RTCIS:PNYC1776-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PNYC1776-CONTROLNET.L:ATM0/IMA0,CAPGEM,NORTH_AMER,GE-AM-US-JERS001,0-626,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PNYC2009-CONTROLNET.L:ATM1/0.N:0-42,VCL,DI:CAPGEM.ZI:X.RTCIS:PNYC2009-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PNYC2009-CONTROLNET.L:ATM1/0,CAPGEM,NORTH_AMER,GE-AM-US-TRUM201,0-42,SUBVPN UNILEVERIB,capgemini_bb_unileverib_75_tpc,,V,STAT_CDV,8000,8000,8000,8000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PNYC2010-CONTROLNET.L:ATM1/0.N:0-48,VCL,DI:CAPGEM.ZI:X.RTCIS:PNYC2010-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PNYC2010-CONTROLNET.L:ATM1/0,CAPGEM,NORTH_AMER,GE-AM-US-TRUM201,0-48,SUBVPN UNILEVERIB,capgemini_bb_unileverib_75_tpc,,V,STAT_CDV,8000,8000,8000,8000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PNYC2042-CONTROLNET.L:ATM1/0.N:0-52,VCL,DI:CAPGEM.ZI:X.RTCIS:PNYC2042-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PNYC2042-CONTROLNET.L:ATM1/0,CAPGEM,NORTH_AMER,GE-AM-US-RYE-201,0-52,SUBVPN AVONIB,capgemini_bb_avonib_131_tpc,,V,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PNYC2043-CONTROLNET.L:ATM1/0.N:0-53,VCL,DI:CAPGEM.ZI:X.RTCIS:PNYC2043-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PNYC2043-CONTROLNET.L:ATM1/0,CAPGEM,NORTH_AMER,GE-AM-US-RYE-201,0-53,SUBVPN AVONIB,capgemini_bb_avonib_131_tpc,,V,STAT_CDV,6000,6000,6000,6000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PORB059-CONTROLNET.L:FE0/0.N:29,VLAN,DI:CAPGEM.ZI:X.RTCIS:PORB059-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PORB059-CONTROLNET.L:FE0/0,CAPGEM,NORDIC,GE-EU-SE-OREB002,29,SUBVPN CAPEDB,,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PORB060-CONTROLNET.L:FE0/0.N:4,VLAN,DI:CAPGEM.ZI:X.RTCIS:PORB060-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PORB060-CONTROLNET.L:FE0/0,CAPGEM,NORDIC,GE-EU-SE-OREB002,4,SUBVPN CAPEDB,,,VL,STAT_CDV,4000,4000,4000,4000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POSL636-CONTROLNET.L:GE0/0.N:20,VLAN,DI:CAPGEM.ZI:X.RTCIS:POSL636-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:POSL636-CONTROLNET.L:GE0/0,CAPGEM,NORDIC,GE-EU-NO-OSLO001,20,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,VL,STAT_CDV,22000,22000,22000,22000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POSL638-CONTROLNET.L:S0/3/0.N:509,DLCI_CPE,DI:CAPGEM.ZI:X.RTCIS:POSL638-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:POSL638-CONTROLNET.L:S0/3/0,CAPGEM,NORDIC,GE-EU-NO-OSLO001,509,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,STAT_CDI,STAT_CDI,2048,0,2048,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POVD018.L:ATM1/0.N:0-59,VCL,DI:CAPGEM.ZI:X.RTCIS:POVD018,DI:CAPGEM.ZI:X.RTCIS:POVD018.L:ATM1/0,CAPGEM,IBERIA,GE-EU-ES-OVIE001,0-59,SUBVPN CAIXAFAC1IB,CAPGEMINI_BB_CAIXAFAC1IB_105_TP,,V,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POVD018.L:ATM1/0.N:0-70,VCL,DI:CAPGEM.ZI:X.RTCIS:POVD018,DI:CAPGEM.ZI:X.RTCIS:POVD018.L:ATM1/0,CAPGEM,IBERIA,GE-EU-ES-OVIE001,0-70,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,28000,28000,28000,28000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POVD018.L:FE0/1.N:12,VLAN,DI:CAPGEM.ZI:X.RTCIS:POVD018,DI:CAPGEM.ZI:X.RTCIS:POVD018.L:FE0/1,CAPGEM,IBERIA,GE-EU-ES-OVIE001,12,LAN CAPGEMINIA2ANET,capgeminia2anet,,VL,STAT_CDV,28000,28000,28000,28000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POVD018.L:FE0/1.N:37,VLAN,DI:CAPGEM.ZI:X.RTCIS:POVD018,DI:CAPGEM.ZI:X.RTCIS:POVD018.L:FE0/1,CAPGEM,IBERIA,GE-EU-ES-OVIE001,37,LAN CAIXAFAC1IB,CAPGEMINI_BB_CAIXAFAC1IB_105_TP,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POVD027.L:ATM1/0.N:0-43,VCL,DI:CAPGEM.ZI:X.RTCIS:POVD027,DI:CAPGEM.ZI:X.RTCIS:POVD027.L:ATM1/0,CAPGEM,IBERIA,GE-EU-ES-OVIE001,0-43,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,20000,20000,20000,20000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POVD027.L:ATM1/0.N:0-50,VCL,DI:CAPGEM.ZI:X.RTCIS:POVD027,DI:CAPGEM.ZI:X.RTCIS:POVD027.L:ATM1/0,CAPGEM,IBERIA,GE-EU-ES-OVIE001,0-50,SUBVPN CAIXAFAC1IB,capgemini_bb_caixafac1ib_105_tp,,V,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POVD027.L:FE0/1.N:12,VLAN,DI:CAPGEM.ZI:X.RTCIS:POVD027,DI:CAPGEM.ZI:X.RTCIS:POVD027.L:FE0/1,CAPGEM,IBERIA,GE-EU-ES-OVIE001,12,LAN CAPGEMINIA2ANET,capgeminia2anet,,VL,STAT_CDV,20000,20000,20000,20000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:POVD027.L:FE0/1.N:37,VLAN,DI:CAPGEM.ZI:X.RTCIS:POVD027,DI:CAPGEM.ZI:X.RTCIS:POVD027.L:FE0/1,CAPGEM,IBERIA,GE-EU-ES-OVIE001,37,LAN CAIXAFAC1IB,capgemini_bb_caixafac1ib_105_tp,,VL,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPHX143-CONTROLNET.L:ATM0/IMA0.N:0-43,VCL,DI:CAPGEM.ZI:X.RTCIS:PPHX143-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPHX143-CONTROLNET.L:ATM0/IMA0,CAPGEM,NORTH_AMER,GE-AM-US-PHOE001,0-43,SUBVPN MCLIENTAD,capgemini_bb_mclientad_129_tpc,,V,STAT_CDV,2000,2000,2000,2000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPHX143-CONTROLNET.L:ATM0/IMA0.N:0-47,VCL,DI:CAPGEM.ZI:X.RTCIS:PPHX143-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPHX143-CONTROLNET.L:ATM0/IMA0,CAPGEM,NORTH_AMER,GE-AM-US-PHOE001,0-47,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,3000,3000,3000,3000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:ATM1/0.N:0-51,VCL,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:ATM1/0,CAPGEM,INDIA,GE-BK-IN-PUNE001,0-51,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,32000,32000,32000,32000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:ATM1/0.N:0-56,VCL,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:ATM1/0,CAPGEM,INDIA,GE-BK-IN-PUNE001,0-56,SUBVPN TU,capgemini_bb_tu_143_tpc,,V,STAT_CDV,8000,8000,8000,8000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:ATM1/0.N:0-58,VCL,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:ATM1/0,CAPGEM,INDIA,GE-BK-IN-PUNE001,0-58,SUBVPN MCLIENTFS,capgemini_bb_mclientfs_64_tpc,,V,STAT_CDV,32000,32000,32000,32000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:GE0/1.N:101,VLAN,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:GE0/1,CAPGEM,INDIA,GE-BK-IN-PUNE001,101,LAN CAPGEMINIA2ANET,capgeminia2anet,,VL,STAT_CDV,18000,18000,18000,18000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:GE0/2.N:143,VLAN,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:GE0/2,CAPGEM,INDIA,GE-BK-IN-PUNE001,143,LAN TU,capgemini_bb_tu_143_tpc,,VL,STAT_CDV,8000,8000,8000,8000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:GE0/2.N:64,VLAN,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ112-CONTROLNET.L:GE0/2,CAPGEM,INDIA,GE-BK-IN-PUNE001,64,LAN MCLIENTFS,capgemini_bb_mclientfs_64_tpc,,VL,STAT_CDV,32000,32000,32000,32000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:ATM1/0.N:0-40,VCL,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:ATM1/0,CAPGEM,INDIA,GE-BK-IN-PUNE002,0-40,SUBVPN TU,capgemini_bb_tu_143_tpc,,V,STAT_CDV,8000,8000,8000,8000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:ATM1/0.N:0-45,VCL,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:ATM1/0,CAPGEM,INDIA,GE-BK-IN-PUNE002,0-45,SUBVPN MCLIENTFS,capgemini_bb_mclientfs_64_tpc,,V,STAT_CDV,32000,32000,32000,32000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:ATM1/0.N:0-47,VCL,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:ATM1/0,CAPGEM,INDIA,GE-BK-IN-PUNE002,0-47,SUBVPN CAPGEMINIA2ANET,capgeminia2anet,,V,STAT_CDV,18000,18000,18000,18000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:GE0/2.N:101,VLAN,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:GE0/2,CAPGEM,INDIA,GE-BK-IN-PUNE002,101,LAN CAPGEMINIA2ANET,capgeminia2anet,,VL,STAT_CDV,18000,18000,18000,18000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:GE0/2.N:143,VLAN,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:GE0/2,CAPGEM,INDIA,GE-BK-IN-PUNE002,143,LAN TU,capgemini_bb_tu_143_tpc,,VL,STAT_CDV,8000,8000,8000,8000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:GE0/2.N:64,VLAN,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PPNQ133-CONTROLNET.L:GE0/2,CAPGEM,INDIA,GE-BK-IN-PUNE002,64,LAN MCLIENTFS,capgemini_bb_mclientfs_64_tpc,,VL,STAT_CDV,32000,32000,32000,32000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET.L:S0/0.N:26,DLCI_CPE,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET.L:S0/0,CAPGEM,UK_IRELAND,GE-EU-GB-CORB201,26,WAN INTERFACE-26,,,STAT_CDI,STAT_CDI,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET.L:S0/0.N:511,DLCI_CPE,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET.L:S0/0,CAPGEM,UK_IRELAND,GE-EU-GB-CORB201,511,WAN INTERFACE-511,,,STAT_CDI,STAT_CDI,0,0,0,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET.L:S0/0.N:512,DLCI_CPE,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET.L:S0/0,CAPGEM,UK_IRELAND,GE-EU-GB-CORB201,512,SUBVPN CORUSUKI,,,STAT_CDI,STAT_CDI,512,0,512,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET.L:S0/0.N:513,DLCI_CPE,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET.L:S0/0,CAPGEM,UK_IRELAND,GE-EU-GB-CORB201,513,SUBVPN CORSEARSUKI,,,STAT_CDI,STAT_CDI,512,0,512,0,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PQLP016-CONTROLNET.L:GE0/0.N:24,VLAN,DI:CAPGEM.ZI:X.RTCIS:PQLP016-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PQLP016-CONTROLNET.L:GE0/0,CAPGEM,ITALY,GE-EU-IT-LASP001,24,SUBVPN CAPGEMINIA2ANET,,,VL,STAT_CDV,8000,8000,8000,8000,,,,,,,,
DI:CAPGEM.ZI:X.RTCIS:PQLP016-CONTROLNET.L:GE0/1.N:10,VLAN,DI:CAPGEM.ZI:X.RTCIS:PQLP016-CONTROLNET,DI:CAPGEM.ZI:X.RTCIS:PQLP016-CONTROLNET.L:GE0/1,CAPGEM,ITALY,GE-EU-IT-LASP001,10,LAN CAPGEMINIA2ANET,,,VL,STAT_CDV,8000,8000,8000,8000,,,,,,,,
